id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason,context_hit,token_confidence
12412,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12413,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12414,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12415,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12416,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12417,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12418,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12419,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12420,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12421,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12422,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12423,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12424,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12425,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12426,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12427,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12428,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12429,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12430,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12431,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12432,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12433,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12434,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12435,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12436,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12437,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12438,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12439,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12440,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12441,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12442,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12443,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12444,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12445,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12446,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12447,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12448,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12449,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12450,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12451,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12452,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12453,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12454,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12455,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12456,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12457,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12458,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12459,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12460,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12461,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12462,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12463,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12464,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12465,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12466,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12467,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12468,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12469,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12470,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12471,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12472,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12473,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12474,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12475,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12476,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12477,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12478,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12479,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12480,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12481,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12482,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12483,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12484,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12485,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12486,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12487,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12488,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12489,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12490,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12491,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12492,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12493,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12494,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12495,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12496,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12497,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12498,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12499,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12500,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12501,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12502,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12503,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12504,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12505,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12506,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12507,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12508,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12509,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12510,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12511,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12512,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12513,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12514,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12515,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12516,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12517,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12518,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12519,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12520,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12521,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12522,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12523,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12524,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12525,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12526,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12527,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12528,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12529,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12530,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12531,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12532,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12533,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12534,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12535,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12536,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12537,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12538,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12539,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12540,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12541,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12542,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12543,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12544,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12545,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12546,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12547,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12548,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12549,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12550,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12551,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12552,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12553,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12554,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12555,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12556,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12557,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12558,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12559,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12560,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12561,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12562,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12563,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12564,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12565,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12566,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12567,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12568,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12569,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12570,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12571,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12572,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12573,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12574,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12575,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12576,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12577,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12578,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12579,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12580,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12581,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12582,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12583,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12584,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12585,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12586,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12587,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12588,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12589,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12590,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12591,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12592,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12593,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12594,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12595,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12596,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12597,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12598,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12599,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12600,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12601,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12602,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12603,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12604,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12605,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12606,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12607,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12608,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12609,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12610,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12611,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12612,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12613,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12614,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12615,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12616,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12617,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12618,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12619,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12620,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12621,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12622,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12623,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12624,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12625,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12626,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12627,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12628,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12629,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12630,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12631,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12632,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12633,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12634,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12635,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12636,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12637,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12638,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12639,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12640,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12641,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12642,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12643,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12644,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12645,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12646,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12647,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12648,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12649,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12650,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12651,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12652,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12653,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12654,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12655,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12656,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12657,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12658,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12659,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12660,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12661,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12662,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12663,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12664,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12665,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12666,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12667,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12668,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12669,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12670,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12671,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12672,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12673,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12674,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12675,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12676,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12677,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12678,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12679,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12680,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12681,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12682,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12683,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12684,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12685,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12686,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12687,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12688,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12689,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12690,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12691,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12692,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12693,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12694,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12695,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12696,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12697,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12698,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12699,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12700,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12701,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12702,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12703,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12704,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12705,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12706,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12707,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12708,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12709,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12710,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12711,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12712,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12713,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12714,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12715,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12716,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12717,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12718,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12719,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12720,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12721,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12722,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12723,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12724,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12725,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12726,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12727,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12728,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12729,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12730,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12731,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12732,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12733,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12734,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12735,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12736,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12737,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12738,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12739,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12740,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12741,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12742,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12743,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12744,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12745,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12746,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12747,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12748,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12749,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12750,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12751,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12752,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12753,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12754,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12755,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12756,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12757,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12758,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12759,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12760,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12761,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12762,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12763,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12764,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12765,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12766,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12767,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12768,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12769,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12770,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12771,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12772,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12773,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12774,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12775,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12776,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12777,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12778,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12779,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12780,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12781,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12782,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12783,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12784,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12785,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12786,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12787,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12788,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12789,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12790,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12791,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12792,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12793,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12794,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12795,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12796,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12797,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12798,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12799,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12800,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12801,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12802,N/A,Clear,codex,normalized_label|ctx=data_only,data_only,
12803,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12804,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12805,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12806,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12807,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12808,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12809,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12810,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12811,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12812,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12813,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12814,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12815,Not Clear,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12816,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12817,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12818,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12819,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12820,N/A,Not Clear,codex,normalized_label|ctx=data_only,data_only,
12821,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12822,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
12823,Clear,Clear,codex,normalized_label|ctx=data_only,data_only,
