id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
12498,Clear,0,soft_vote,Clear=0.90824322;Not Clear=0.08990305;Misleading=0.00185375;n_members=5
12499,Clear,0,soft_vote,Clear=0.88961841;Not Clear=0.10775629;Misleading=0.00262527;n_members=5
12500,Not Clear,1,soft_vote,Clear=0.03631434;Not Clear=0.96154107;Misleading=0.00214463;n_members=5
12501,Clear,0,soft_vote,Clear=0.77921122;Not Clear=0.21831607;Misleading=0.00247267;n_members=5
12502,Clear,0,soft_vote,Clear=0.98483157;Not Clear=0.01394550;Misleading=0.00122295;n_members=5
12503,Clear,0,soft_vote,Clear=0.94424660;Not Clear=0.05387821;Misleading=0.00187519;n_members=5
12504,Clear,0,soft_vote,Clear=0.80377442;Not Clear=0.19389821;Misleading=0.00232736;n_members=5
12505,Clear,0,soft_vote,Clear=0.86943802;Not Clear=0.12870272;Misleading=0.00185926;n_members=5
12506,Clear,0,soft_vote,Clear=0.96853470;Not Clear=0.02895528;Misleading=0.00251003;n_members=5
12507,Clear,0,soft_vote,Clear=0.96847283;Not Clear=0.02949450;Misleading=0.00203270;n_members=5
12508,Clear,0,soft_vote,Clear=0.95002705;Not Clear=0.04821729;Misleading=0.00175567;n_members=5
12509,Clear,0,soft_vote,Clear=0.98274431;Not Clear=0.01608249;Misleading=0.00117317;n_members=5
12510,Not Clear,1,soft_vote,Clear=0.10920964;Not Clear=0.88897967;Misleading=0.00181070;n_members=5
12511,Not Clear,1,soft_vote,Clear=0.33017684;Not Clear=0.66670843;Misleading=0.00311470;n_members=5
12512,Not Clear,1,soft_vote,Clear=0.10551444;Not Clear=0.89208097;Misleading=0.00240460;n_members=5
12513,Clear,0,soft_vote,Clear=0.98545432;Not Clear=0.01316555;Misleading=0.00138009;n_members=5
12514,Clear,0,soft_vote,Clear=0.94906383;Not Clear=0.04874080;Misleading=0.00219537;n_members=5
12515,Clear,0,soft_vote,Clear=0.53572873;Not Clear=0.46045660;Misleading=0.00381467;n_members=5
12516,Clear,0,soft_vote,Clear=0.96105364;Not Clear=0.03706083;Misleading=0.00188553;n_members=5
12517,Clear,0,soft_vote,Clear=0.88814944;Not Clear=0.10772053;Misleading=0.00413001;n_members=5
12518,Not Clear,1,soft_vote,Clear=0.06791348;Not Clear=0.92935736;Misleading=0.00272915;n_members=5
12519,Clear,0,soft_vote,Clear=0.75953251;Not Clear=0.23698873;Misleading=0.00347877;n_members=5
12520,Clear,0,soft_vote,Clear=0.87358885;Not Clear=0.12364919;Misleading=0.00276196;n_members=5
12521,Clear,0,soft_vote,Clear=0.99228237;Not Clear=0.00667704;Misleading=0.00104055;n_members=5
12522,Clear,0,soft_vote,Clear=0.70626321;Not Clear=0.28835664;Misleading=0.00538017;n_members=5
12523,Not Clear,1,soft_vote,Clear=0.10344263;Not Clear=0.89383945;Misleading=0.00271792;n_members=5
12524,Not Clear,1,soft_vote,Clear=0.45501874;Not Clear=0.53882267;Misleading=0.00615860;n_members=5
12525,Clear,0,soft_vote,Clear=0.64105527;Not Clear=0.35622612;Misleading=0.00271862;n_members=5
12526,Clear,0,soft_vote,Clear=0.96301172;Not Clear=0.03499759;Misleading=0.00199071;n_members=5
12527,Clear,0,soft_vote,Clear=0.95343469;Not Clear=0.04472970;Misleading=0.00183562;n_members=5
12528,Clear,0,soft_vote,Clear=0.98450860;Not Clear=0.01438127;Misleading=0.00111017;n_members=5
12529,Clear,0,soft_vote,Clear=0.81864923;Not Clear=0.17759191;Misleading=0.00375885;n_members=5
12530,Clear,0,soft_vote,Clear=0.98019339;Not Clear=0.01697389;Misleading=0.00283265;n_members=5
12531,Clear,0,soft_vote,Clear=0.70498352;Not Clear=0.29148945;Misleading=0.00352701;n_members=5
12532,Not Clear,1,soft_vote,Clear=0.17241927;Not Clear=0.82489708;Misleading=0.00268368;n_members=5
12533,Not Clear,1,soft_vote,Clear=0.08583645;Not Clear=0.91232945;Misleading=0.00183414;n_members=5
12534,Clear,0,soft_vote,Clear=0.96505703;Not Clear=0.03351228;Misleading=0.00143068;n_members=5
12535,Not Clear,1,soft_vote,Clear=0.07092976;Not Clear=0.92529510;Misleading=0.00377514;n_members=5
12536,Not Clear,1,soft_vote,Clear=0.25470112;Not Clear=0.74037024;Misleading=0.00492865;n_members=5
12537,Clear,0,soft_vote,Clear=0.95217487;Not Clear=0.04615707;Misleading=0.00166803;n_members=5
12538,Clear,0,soft_vote,Clear=0.73311424;Not Clear=0.26272625;Misleading=0.00415953;n_members=5
12539,Clear,0,soft_vote,Clear=0.82022706;Not Clear=0.17726754;Misleading=0.00250541;n_members=5
12540,Clear,0,soft_vote,Clear=0.97360523;Not Clear=0.02457625;Misleading=0.00181851;n_members=5
12541,Clear,0,soft_vote,Clear=0.96923257;Not Clear=0.02977845;Misleading=0.00098895;n_members=5
12542,Clear,0,soft_vote,Clear=0.97246165;Not Clear=0.02606531;Misleading=0.00147302;n_members=5
12543,Clear,0,soft_vote,Clear=0.96835425;Not Clear=0.03005045;Misleading=0.00159526;n_members=5
12544,Clear,0,soft_vote,Clear=0.87158617;Not Clear=0.12502637;Misleading=0.00338749;n_members=5
12545,Not Clear,1,soft_vote,Clear=0.32323576;Not Clear=0.67096579;Misleading=0.00579844;n_members=5
12546,Clear,0,soft_vote,Clear=0.93417555;Not Clear=0.06365578;Misleading=0.00216866;n_members=5
12547,Clear,0,soft_vote,Clear=0.98575149;Not Clear=0.01280850;Misleading=0.00144000;n_members=5
12548,Clear,0,soft_vote,Clear=0.67329450;Not Clear=0.32384268;Misleading=0.00286283;n_members=5
12549,Clear,0,soft_vote,Clear=0.95545374;Not Clear=0.04317486;Misleading=0.00137145;n_members=5
12550,Not Clear,1,soft_vote,Clear=0.37925994;Not Clear=0.61719815;Misleading=0.00354192;n_members=5
12551,Clear,0,soft_vote,Clear=0.66396462;Not Clear=0.33263514;Misleading=0.00340024;n_members=5
12552,Clear,0,soft_vote,Clear=0.89216278;Not Clear=0.10605221;Misleading=0.00178501;n_members=5
12553,Clear,0,soft_vote,Clear=0.97501216;Not Clear=0.02376613;Misleading=0.00122169;n_members=5
12554,Not Clear,1,soft_vote,Clear=0.38233652;Not Clear=0.61442199;Misleading=0.00324149;n_members=5
12555,Clear,0,soft_vote,Clear=0.93280320;Not Clear=0.06540319;Misleading=0.00179361;n_members=5
12556,Clear,0,soft_vote,Clear=0.85006811;Not Clear=0.14568260;Misleading=0.00424927;n_members=5
12557,Not Clear,1,soft_vote,Clear=0.07322132;Not Clear=0.92470141;Misleading=0.00207726;n_members=5
12558,Clear,0,soft_vote,Clear=0.97152929;Not Clear=0.02680450;Misleading=0.00166620;n_members=5
12559,Not Clear,1,soft_vote,Clear=0.41428514;Not Clear=0.58253735;Misleading=0.00317752;n_members=5
12560,Clear,0,soft_vote,Clear=0.82976979;Not Clear=0.16758521;Misleading=0.00264501;n_members=5
12561,Not Clear,1,soft_vote,Clear=0.11475146;Not Clear=0.88270116;Misleading=0.00254740;n_members=5
12562,Not Clear,1,soft_vote,Clear=0.15958956;Not Clear=0.83720745;Misleading=0.00320303;n_members=5
12563,Clear,0,soft_vote,Clear=0.89331423;Not Clear=0.10462373;Misleading=0.00206206;n_members=5
12564,Clear,0,soft_vote,Clear=0.95871481;Not Clear=0.03907535;Misleading=0.00220986;n_members=5
12565,Clear,0,soft_vote,Clear=0.71736772;Not Clear=0.27782445;Misleading=0.00480783;n_members=5
12566,Clear,0,soft_vote,Clear=0.95000416;Not Clear=0.04758798;Misleading=0.00240788;n_members=5
12567,Clear,0,soft_vote,Clear=0.62002797;Not Clear=0.37653271;Misleading=0.00343934;n_members=5
12568,Not Clear,1,soft_vote,Clear=0.24476885;Not Clear=0.74961239;Misleading=0.00561876;n_members=5
12569,Clear,0,soft_vote,Clear=0.54952813;Not Clear=0.44630599;Misleading=0.00416593;n_members=5
12570,Clear,0,soft_vote,Clear=0.96301949;Not Clear=0.03542810;Misleading=0.00155242;n_members=5
12571,Clear,0,soft_vote,Clear=0.85922199;Not Clear=0.13808791;Misleading=0.00269011;n_members=5
12572,Clear,0,soft_vote,Clear=0.77735734;Not Clear=0.21905874;Misleading=0.00358394;n_members=5
12573,Clear,0,soft_vote,Clear=0.73805999;Not Clear=0.25890163;Misleading=0.00303840;n_members=5
12574,Clear,0,soft_vote,Clear=0.92177982;Not Clear=0.07578857;Misleading=0.00243158;n_members=5
12575,Clear,0,soft_vote,Clear=0.93778766;Not Clear=0.05994530;Misleading=0.00226703;n_members=5
12576,Clear,0,soft_vote,Clear=0.57550871;Not Clear=0.42009981;Misleading=0.00439146;n_members=5
12577,Clear,0,soft_vote,Clear=0.97038430;Not Clear=0.02779300;Misleading=0.00182272;n_members=5
12578,Clear,0,soft_vote,Clear=0.57752350;Not Clear=0.41626898;Misleading=0.00620753;n_members=5
12579,Clear,0,soft_vote,Clear=0.84899535;Not Clear=0.14936786;Misleading=0.00163676;n_members=5
12580,Not Clear,1,soft_vote,Clear=0.49181884;Not Clear=0.50586886;Misleading=0.00231230;n_members=5
12581,Clear,0,soft_vote,Clear=0.88677038;Not Clear=0.11094178;Misleading=0.00228780;n_members=5
12582,Clear,0,soft_vote,Clear=0.95270039;Not Clear=0.04549989;Misleading=0.00179972;n_members=5
12583,Clear,0,soft_vote,Clear=0.97242590;Not Clear=0.02606971;Misleading=0.00150442;n_members=5
12584,Clear,0,soft_vote,Clear=0.73203914;Not Clear=0.26429206;Misleading=0.00366879;n_members=5
12585,Clear,0,soft_vote,Clear=0.97778799;Not Clear=0.02097760;Misleading=0.00123442;n_members=5
12586,Clear,0,soft_vote,Clear=0.98341132;Not Clear=0.01508053;Misleading=0.00150815;n_members=5
12587,Clear,0,soft_vote,Clear=0.76415277;Not Clear=0.23280583;Misleading=0.00304138;n_members=5
12588,Not Clear,1,soft_vote,Clear=0.35762690;Not Clear=0.63894312;Misleading=0.00342997;n_members=5
12589,Clear,0,soft_vote,Clear=0.54338646;Not Clear=0.45198080;Misleading=0.00463274;n_members=5
12590,Clear,0,soft_vote,Clear=0.70394782;Not Clear=0.29359437;Misleading=0.00245781;n_members=5
12591,Clear,0,soft_vote,Clear=0.68512276;Not Clear=0.31120533;Misleading=0.00367195;n_members=5
12592,Not Clear,1,soft_vote,Clear=0.46524340;Not Clear=0.52916074;Misleading=0.00559584;n_members=5
12593,Clear,0,soft_vote,Clear=0.97794310;Not Clear=0.02078406;Misleading=0.00127285;n_members=5
12594,Not Clear,1,soft_vote,Clear=0.07879847;Not Clear=0.91780115;Misleading=0.00340037;n_members=5
12595,Clear,0,soft_vote,Clear=0.67949514;Not Clear=0.31767684;Misleading=0.00282800;n_members=5
12596,Clear,0,soft_vote,Clear=0.96130609;Not Clear=0.03705778;Misleading=0.00163612;n_members=5
12597,Not Clear,1,soft_vote,Clear=0.16435470;Not Clear=0.83183096;Misleading=0.00381436;n_members=5
12598,Clear,0,soft_vote,Clear=0.92034954;Not Clear=0.07688558;Misleading=0.00276490;n_members=5
12599,Clear,0,soft_vote,Clear=0.94566956;Not Clear=0.05235206;Misleading=0.00197838;n_members=5
12600,Clear,0,soft_vote,Clear=0.97666810;Not Clear=0.02171290;Misleading=0.00161903;n_members=5
12601,Clear,0,soft_vote,Clear=0.77448323;Not Clear=0.22103754;Misleading=0.00447926;n_members=5
12602,Clear,0,soft_vote,Clear=0.82437060;Not Clear=0.17248110;Misleading=0.00314829;n_members=5
12603,Clear,0,soft_vote,Clear=0.88668851;Not Clear=0.11089555;Misleading=0.00241596;n_members=5
12604,Not Clear,1,soft_vote,Clear=0.33396761;Not Clear=0.66234916;Misleading=0.00368320;n_members=5
12605,Clear,0,soft_vote,Clear=0.94879478;Not Clear=0.04826044;Misleading=0.00294478;n_members=5
12606,Clear,0,soft_vote,Clear=0.56834472;Not Clear=0.42863661;Misleading=0.00301866;n_members=5
12607,Clear,0,soft_vote,Clear=0.50029037;Not Clear=0.49690865;Misleading=0.00280097;n_members=5
12608,Not Clear,1,soft_vote,Clear=0.18417297;Not Clear=0.81293000;Misleading=0.00289704;n_members=5
12609,Clear,0,soft_vote,Clear=0.60409605;Not Clear=0.39221142;Misleading=0.00369252;n_members=5
12610,Clear,0,soft_vote,Clear=0.98267847;Not Clear=0.01615011;Misleading=0.00117142;n_members=5
12611,Clear,0,soft_vote,Clear=0.76626254;Not Clear=0.23013085;Misleading=0.00360659;n_members=5
12612,Clear,0,soft_vote,Clear=0.97466105;Not Clear=0.02344961;Misleading=0.00188934;n_members=5
12613,Clear,0,soft_vote,Clear=0.95856780;Not Clear=0.04011066;Misleading=0.00132151;n_members=5
12614,Clear,0,soft_vote,Clear=0.72705697;Not Clear=0.27049581;Misleading=0.00244724;n_members=5
12615,Clear,0,soft_vote,Clear=0.97570612;Not Clear=0.02259176;Misleading=0.00170215;n_members=5
12616,Not Clear,1,soft_vote,Clear=0.48809984;Not Clear=0.50229030;Misleading=0.00960987;n_members=5
12617,Clear,0,soft_vote,Clear=0.97565597;Not Clear=0.02264909;Misleading=0.00169495;n_members=5
12618,Not Clear,1,soft_vote,Clear=0.05645146;Not Clear=0.94150860;Misleading=0.00203990;n_members=5
12619,Clear,0,soft_vote,Clear=0.97997321;Not Clear=0.01849925;Misleading=0.00152754;n_members=5
12620,Clear,0,soft_vote,Clear=0.98355328;Not Clear=0.01539027;Misleading=0.00105645;n_members=5
12621,Clear,0,soft_vote,Clear=0.84573431;Not Clear=0.14829073;Misleading=0.00597496;n_members=5
12622,Clear,0,soft_vote,Clear=0.94268320;Not Clear=0.05444645;Misleading=0.00287038;n_members=5
12623,Not Clear,1,soft_vote,Clear=0.21501353;Not Clear=0.78252152;Misleading=0.00246494;n_members=5
12624,Clear,0,soft_vote,Clear=0.58172849;Not Clear=0.41344330;Misleading=0.00482821;n_members=5
12625,Clear,0,soft_vote,Clear=0.95669826;Not Clear=0.04138315;Misleading=0.00191860;n_members=5
12626,Not Clear,1,soft_vote,Clear=0.10380213;Not Clear=0.89359725;Misleading=0.00260062;n_members=5
12627,Clear,0,soft_vote,Clear=0.96571244;Not Clear=0.03293784;Misleading=0.00134972;n_members=5
12628,Clear,0,soft_vote,Clear=0.85108596;Not Clear=0.14665826;Misleading=0.00225578;n_members=5
12629,Not Clear,1,soft_vote,Clear=0.11680017;Not Clear=0.88092519;Misleading=0.00227465;n_members=5
12630,Clear,0,soft_vote,Clear=0.87625988;Not Clear=0.12129584;Misleading=0.00244426;n_members=5
12631,Not Clear,1,soft_vote,Clear=0.49574524;Not Clear=0.50074399;Misleading=0.00351079;n_members=5
12632,Clear,0,soft_vote,Clear=0.67439216;Not Clear=0.32271711;Misleading=0.00289075;n_members=5
12633,Clear,0,soft_vote,Clear=0.98147123;Not Clear=0.01735588;Misleading=0.00117287;n_members=5
12634,Clear,0,soft_vote,Clear=0.85014741;Not Clear=0.14746591;Misleading=0.00238665;n_members=5
12635,Not Clear,1,soft_vote,Clear=0.31568088;Not Clear=0.68055341;Misleading=0.00376569;n_members=5
12636,Clear,0,soft_vote,Clear=0.63891459;Not Clear=0.35774589;Misleading=0.00333951;n_members=5
12637,Not Clear,1,soft_vote,Clear=0.18461863;Not Clear=0.81183134;Misleading=0.00355004;n_members=5
12638,Clear,0,soft_vote,Clear=0.60377099;Not Clear=0.38714871;Misleading=0.00908030;n_members=5
12639,Clear,0,soft_vote,Clear=0.75668517;Not Clear=0.23814415;Misleading=0.00517068;n_members=5
12640,Not Clear,1,soft_vote,Clear=0.19740342;Not Clear=0.79906714;Misleading=0.00352943;n_members=5
12641,Clear,0,soft_vote,Clear=0.86953054;Not Clear=0.12822093;Misleading=0.00224854;n_members=5
12642,Clear,0,soft_vote,Clear=0.58607944;Not Clear=0.41050970;Misleading=0.00341084;n_members=5
12643,Clear,0,soft_vote,Clear=0.91162593;Not Clear=0.08641767;Misleading=0.00195641;n_members=5
12644,Clear,0,soft_vote,Clear=0.90921533;Not Clear=0.08810514;Misleading=0.00267953;n_members=5
12645,Clear,0,soft_vote,Clear=0.73358896;Not Clear=0.26183382;Misleading=0.00457720;n_members=5
12646,Clear,0,soft_vote,Clear=0.52783668;Not Clear=0.46819826;Misleading=0.00396506;n_members=5
12647,Clear,0,soft_vote,Clear=0.95947918;Not Clear=0.03851669;Misleading=0.00200414;n_members=5
12648,Clear,0,soft_vote,Clear=0.99214436;Not Clear=0.00691954;Misleading=0.00093609;n_members=5
12649,Clear,0,soft_vote,Clear=0.84727162;Not Clear=0.15034270;Misleading=0.00238569;n_members=5
12650,Clear,0,soft_vote,Clear=0.82015593;Not Clear=0.17724684;Misleading=0.00259724;n_members=5
12651,Clear,0,soft_vote,Clear=0.90747098;Not Clear=0.09002590;Misleading=0.00250314;n_members=5
12652,Clear,0,soft_vote,Clear=0.84193506;Not Clear=0.15447971;Misleading=0.00358528;n_members=5
12653,Clear,0,soft_vote,Clear=0.86868060;Not Clear=0.12874103;Misleading=0.00257836;n_members=5
12654,Clear,0,soft_vote,Clear=0.89985660;Not Clear=0.09845917;Misleading=0.00168427;n_members=5
12655,Not Clear,1,soft_vote,Clear=0.26587771;Not Clear=0.73099801;Misleading=0.00312427;n_members=5
12656,Clear,0,soft_vote,Clear=0.63208009;Not Clear=0.36466017;Misleading=0.00325974;n_members=5
12657,Clear,0,soft_vote,Clear=0.98092639;Not Clear=0.01780520;Misleading=0.00126840;n_members=5
12658,Clear,0,soft_vote,Clear=0.57554364;Not Clear=0.42083189;Misleading=0.00362445;n_members=5
12659,Not Clear,1,soft_vote,Clear=0.25345677;Not Clear=0.74302156;Misleading=0.00352167;n_members=5
12660,Clear,0,soft_vote,Clear=0.92171462;Not Clear=0.07693234;Misleading=0.00135304;n_members=5
12661,Not Clear,1,soft_vote,Clear=0.44834092;Not Clear=0.54755704;Misleading=0.00410204;n_members=5
12662,Not Clear,1,soft_vote,Clear=0.32308207;Not Clear=0.67329361;Misleading=0.00362431;n_members=5
12663,Clear,0,soft_vote,Clear=0.88960807;Not Clear=0.10814824;Misleading=0.00224373;n_members=5
12664,Not Clear,1,soft_vote,Clear=0.07770337;Not Clear=0.91943617;Misleading=0.00286046;n_members=5
12665,Clear,0,soft_vote,Clear=0.63121296;Not Clear=0.36622602;Misleading=0.00256101;n_members=5
12666,Clear,0,soft_vote,Clear=0.80509385;Not Clear=0.18925209;Misleading=0.00565405;n_members=5
12667,Clear,0,soft_vote,Clear=0.97295648;Not Clear=0.02502401;Misleading=0.00201950;n_members=5
12668,Clear,0,soft_vote,Clear=0.80001097;Not Clear=0.19658360;Misleading=0.00340545;n_members=5
12669,Not Clear,1,soft_vote,Clear=0.09342836;Not Clear=0.90386694;Misleading=0.00270472;n_members=5
12670,Clear,0,soft_vote,Clear=0.93545127;Not Clear=0.06262886;Misleading=0.00191988;n_members=5
12671,Clear,0,soft_vote,Clear=0.94576990;Not Clear=0.05208784;Misleading=0.00214227;n_members=5
12672,Not Clear,1,soft_vote,Clear=0.44653424;Not Clear=0.55101010;Misleading=0.00245566;n_members=5
12673,Clear,0,soft_vote,Clear=0.97530242;Not Clear=0.02290044;Misleading=0.00179713;n_members=5
12674,Clear,0,soft_vote,Clear=0.93865821;Not Clear=0.05930318;Misleading=0.00203862;n_members=5
12675,Clear,0,soft_vote,Clear=0.86682194;Not Clear=0.13106800;Misleading=0.00211008;n_members=5
12676,Clear,0,soft_vote,Clear=0.96866380;Not Clear=0.02945865;Misleading=0.00187757;n_members=5
12677,Clear,0,soft_vote,Clear=0.99249997;Not Clear=0.00642997;Misleading=0.00107003;n_members=5
12678,Clear,0,soft_vote,Clear=0.90063212;Not Clear=0.09671857;Misleading=0.00264930;n_members=5
12679,Clear,0,soft_vote,Clear=0.98933603;Not Clear=0.00950379;Misleading=0.00116013;n_members=5
12680,Clear,0,soft_vote,Clear=0.96652377;Not Clear=0.03150221;Misleading=0.00197402;n_members=5
12681,Clear,0,soft_vote,Clear=0.73136438;Not Clear=0.26594225;Misleading=0.00269335;n_members=5
12682,Clear,0,soft_vote,Clear=0.96674324;Not Clear=0.03119125;Misleading=0.00206547;n_members=5
12683,Clear,0,soft_vote,Clear=0.91321124;Not Clear=0.08317244;Misleading=0.00361631;n_members=5
12684,Clear,0,soft_vote,Clear=0.91318892;Not Clear=0.08463267;Misleading=0.00217836;n_members=5
12685,Clear,0,soft_vote,Clear=0.97782299;Not Clear=0.02029301;Misleading=0.00188402;n_members=5
12686,Clear,0,soft_vote,Clear=0.67848886;Not Clear=0.31817879;Misleading=0.00333237;n_members=5
12687,Clear,0,soft_vote,Clear=0.93317940;Not Clear=0.06504433;Misleading=0.00177629;n_members=5
12688,Clear,0,soft_vote,Clear=0.95124317;Not Clear=0.04719520;Misleading=0.00156164;n_members=5
12689,Not Clear,1,soft_vote,Clear=0.06704477;Not Clear=0.92997122;Misleading=0.00298400;n_members=5
12690,Clear,0,soft_vote,Clear=0.91450769;Not Clear=0.08340948;Misleading=0.00208284;n_members=5
12691,Clear,0,soft_vote,Clear=0.80382004;Not Clear=0.19426237;Misleading=0.00191758;n_members=5
12692,Clear,0,soft_vote,Clear=0.69823319;Not Clear=0.29916933;Misleading=0.00259747;n_members=5
12693,Clear,0,soft_vote,Clear=0.98339825;Not Clear=0.01523151;Misleading=0.00137027;n_members=5
12694,Not Clear,1,soft_vote,Clear=0.24005247;Not Clear=0.75624258;Misleading=0.00370495;n_members=5
12695,Clear,0,soft_vote,Clear=0.76476379;Not Clear=0.23243991;Misleading=0.00279627;n_members=5
12696,Clear,0,soft_vote,Clear=0.76022903;Not Clear=0.23698353;Misleading=0.00278744;n_members=5
12697,Clear,0,soft_vote,Clear=0.68879307;Not Clear=0.30766376;Misleading=0.00354317;n_members=5
12698,Clear,0,soft_vote,Clear=0.89390867;Not Clear=0.10337379;Misleading=0.00271754;n_members=5
12699,Clear,0,soft_vote,Clear=0.95079761;Not Clear=0.04720470;Misleading=0.00199772;n_members=5
12700,Clear,0,soft_vote,Clear=0.83098491;Not Clear=0.16589641;Misleading=0.00311868;n_members=5
12701,Clear,0,soft_vote,Clear=0.83087791;Not Clear=0.16672719;Misleading=0.00239489;n_members=5
12702,Clear,0,soft_vote,Clear=0.87988170;Not Clear=0.11791803;Misleading=0.00220028;n_members=5
12703,Clear,0,soft_vote,Clear=0.92202830;Not Clear=0.07571949;Misleading=0.00225222;n_members=5
12704,Clear,0,soft_vote,Clear=0.94258573;Not Clear=0.05548095;Misleading=0.00193331;n_members=5
12705,Clear,0,soft_vote,Clear=0.91103619;Not Clear=0.08643589;Misleading=0.00252789;n_members=5
12706,Clear,0,soft_vote,Clear=0.93068647;Not Clear=0.06761364;Misleading=0.00169990;n_members=5
12707,Clear,0,soft_vote,Clear=0.66940339;Not Clear=0.32847843;Misleading=0.00211819;n_members=5
12708,Clear,0,soft_vote,Clear=0.86870432;Not Clear=0.12886770;Misleading=0.00242799;n_members=5
12709,Clear,0,soft_vote,Clear=0.64729537;Not Clear=0.34793984;Misleading=0.00476479;n_members=5
12710,Clear,0,soft_vote,Clear=0.75762261;Not Clear=0.24051664;Misleading=0.00186076;n_members=5
12711,Clear,0,soft_vote,Clear=0.92286274;Not Clear=0.07542664;Misleading=0.00171061;n_members=5
12712,Clear,0,soft_vote,Clear=0.97680814;Not Clear=0.02161638;Misleading=0.00157546;n_members=5
12713,Clear,0,soft_vote,Clear=0.56865539;Not Clear=0.42696532;Misleading=0.00437929;n_members=5
12714,Clear,0,soft_vote,Clear=0.72572082;Not Clear=0.27156113;Misleading=0.00271802;n_members=5
12715,Clear,0,soft_vote,Clear=0.65591740;Not Clear=0.34021027;Misleading=0.00387235;n_members=5
12716,Not Clear,1,soft_vote,Clear=0.10333736;Not Clear=0.89396819;Misleading=0.00269444;n_members=5
12717,Clear,0,soft_vote,Clear=0.98141863;Not Clear=0.01702044;Misleading=0.00156087;n_members=5
12718,Clear,0,soft_vote,Clear=0.97618402;Not Clear=0.02258380;Misleading=0.00123222;n_members=5
12719,Clear,0,soft_vote,Clear=0.97469190;Not Clear=0.02424063;Misleading=0.00106748;n_members=5
12720,Clear,0,soft_vote,Clear=0.97684709;Not Clear=0.02169975;Misleading=0.00145317;n_members=5
12721,Clear,0,soft_vote,Clear=0.99132154;Not Clear=0.00760891;Misleading=0.00106953;n_members=5
12722,Clear,0,soft_vote,Clear=0.99127859;Not Clear=0.00770514;Misleading=0.00101627;n_members=5
12723,Not Clear,1,soft_vote,Clear=0.20369626;Not Clear=0.79325391;Misleading=0.00304979;n_members=5
12724,Clear,0,soft_vote,Clear=0.91756959;Not Clear=0.08017185;Misleading=0.00225856;n_members=5
12725,Clear,0,soft_vote,Clear=0.98781313;Not Clear=0.01117385;Misleading=0.00101298;n_members=5
12726,Clear,0,soft_vote,Clear=0.86808798;Not Clear=0.12992552;Misleading=0.00198648;n_members=5
12727,Not Clear,1,soft_vote,Clear=0.19325547;Not Clear=0.80395689;Misleading=0.00278764;n_members=5
12728,Clear,0,soft_vote,Clear=0.67899379;Not Clear=0.31798762;Misleading=0.00301858;n_members=5
12729,Clear,0,soft_vote,Clear=0.65435197;Not Clear=0.34327008;Misleading=0.00237796;n_members=5
12730,Clear,0,soft_vote,Clear=0.67175816;Not Clear=0.32499595;Misleading=0.00324590;n_members=5
12731,Clear,0,soft_vote,Clear=0.91159903;Not Clear=0.08649776;Misleading=0.00190322;n_members=5
12732,Not Clear,1,soft_vote,Clear=0.20597757;Not Clear=0.79005917;Misleading=0.00396327;n_members=5
12733,Clear,0,soft_vote,Clear=0.86157041;Not Clear=0.13458706;Misleading=0.00384255;n_members=5
12734,Clear,0,soft_vote,Clear=0.91251400;Not Clear=0.08572326;Misleading=0.00176274;n_members=5
12735,Clear,0,soft_vote,Clear=0.89843548;Not Clear=0.09978309;Misleading=0.00178141;n_members=5
12736,Clear,0,soft_vote,Clear=0.95519050;Not Clear=0.04319811;Misleading=0.00161140;n_members=5
12737,Clear,0,soft_vote,Clear=0.63822752;Not Clear=0.35859795;Misleading=0.00317454;n_members=5
12738,Clear,0,soft_vote,Clear=0.64712483;Not Clear=0.35030121;Misleading=0.00257396;n_members=5
12739,Clear,0,soft_vote,Clear=0.75790722;Not Clear=0.23822676;Misleading=0.00386606;n_members=5
12740,Clear,0,soft_vote,Clear=0.96827960;Not Clear=0.03057121;Misleading=0.00114919;n_members=5
12741,Clear,0,soft_vote,Clear=0.87716571;Not Clear=0.11981924;Misleading=0.00301506;n_members=5
12742,Not Clear,1,soft_vote,Clear=0.10162256;Not Clear=0.89533638;Misleading=0.00304108;n_members=5
12743,Not Clear,1,soft_vote,Clear=0.47274802;Not Clear=0.52220452;Misleading=0.00504746;n_members=5
12744,Clear,0,soft_vote,Clear=0.90235051;Not Clear=0.09566700;Misleading=0.00198252;n_members=5
12745,Clear,0,soft_vote,Clear=0.79189322;Not Clear=0.20580033;Misleading=0.00230647;n_members=5
12746,Clear,0,soft_vote,Clear=0.97557734;Not Clear=0.02276006;Misleading=0.00166257;n_members=5
12747,Clear,0,soft_vote,Clear=0.96875452;Not Clear=0.02968690;Misleading=0.00155861;n_members=5
12748,Clear,0,soft_vote,Clear=0.90604523;Not Clear=0.09177685;Misleading=0.00217795;n_members=5
12749,Clear,0,soft_vote,Clear=0.84309158;Not Clear=0.15354237;Misleading=0.00336605;n_members=5
12750,Clear,0,soft_vote,Clear=0.77810364;Not Clear=0.21943932;Misleading=0.00245704;n_members=5
12751,Clear,0,soft_vote,Clear=0.98661512;Not Clear=0.01227574;Misleading=0.00110913;n_members=5
12752,Clear,0,soft_vote,Clear=0.94143114;Not Clear=0.05573398;Misleading=0.00283490;n_members=5
12753,Not Clear,1,soft_vote,Clear=0.08891165;Not Clear=0.90826267;Misleading=0.00282566;n_members=5
