id,promise_status,score_yes,score_no,model_family,mode,finetune_path,prompt_id,prompt_path,run_id,source,raw_prediction
11824,Yes,0.99901366,0.00098636,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11703,Yes,0.99969900,0.00030101,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11950,Yes,0.97960371,0.02039635,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11516,Yes,0.99981612,0.00018392,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11865,Yes,0.97845572,0.02154431,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11837,No,0.00192164,0.99807835,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11878,Yes,0.98261386,0.01738609,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11360,Yes,0.99895191,0.00104805,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11595,Yes,0.99966156,0.00033840,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11789,Yes,0.99985862,0.00014137,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11189,Yes,0.99984574,0.00015419,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11067,No,0.04586258,0.95413738,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11356,Yes,0.99726593,0.00273413,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11800,No,0.10952368,0.89047635,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11903,Yes,0.99969840,0.00030157,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11921,Yes,0.99732107,0.00267891,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11943,Yes,0.99947518,0.00052488,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11331,Yes,0.98375654,0.01624343,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11728,Yes,0.99931931,0.00068069,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11397,Yes,0.99984872,0.00015126,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11464,Yes,0.99969268,0.00030735,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11394,Yes,0.99820697,0.00179305,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11312,Yes,0.99983311,0.00016687,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11681,Yes,0.99150980,0.00849027,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11745,Yes,0.99810189,0.00189809,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11922,Yes,0.99934787,0.00065211,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11462,Yes,0.98249012,0.01750990,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11523,No,0.01165005,0.98834991,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11632,Yes,0.99741369,0.00258632,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11491,Yes,0.98377681,0.01622317,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11196,Yes,0.98258615,0.01741385,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11257,No,0.00668201,0.99331796,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11694,Yes,0.99508876,0.00491132,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11741,Yes,0.99975508,0.00024490,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11578,No,0.16755441,0.83244556,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11158,Yes,0.99905103,0.00094900,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11613,Yes,0.99944657,0.00055336,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11393,Yes,0.99971193,0.00028802,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11970,Yes,0.86405599,0.13594399,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11689,Yes,0.99808937,0.00191066,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11362,No,0.24266735,0.75733262,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11817,Yes,0.99961275,0.00038730,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11402,Yes,0.97991151,0.02008845,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11093,No,0.11445884,0.88554120,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11918,Yes,0.95614344,0.04385659,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11490,Yes,0.99641454,0.00358543,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11452,Yes,0.99746680,0.00253321,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11252,Yes,0.99641186,0.00358815,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11654,Yes,0.99979335,0.00020669,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11770,Yes,0.98919243,0.01080756,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11671,Yes,0.99944514,0.00055485,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11130,Yes,0.99966693,0.00033303,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11638,Yes,0.99961758,0.00038239,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11992,Yes,0.99986947,0.00013057,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11343,Yes,0.99886429,0.00113575,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11309,Yes,0.99901378,0.00098624,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11137,No,0.00855084,0.99144918,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11089,Yes,0.99985039,0.00014957,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11328,Yes,0.99960619,0.00039380,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11476,Yes,0.99961084,0.00038913,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11982,Yes,0.99957556,0.00042447,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11851,Yes,0.99872476,0.00127519,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11893,Yes,0.99961001,0.00038997,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11376,No,0.00406932,0.99593073,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11179,Yes,0.99964547,0.00035447,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11027,Yes,0.99970967,0.00029036,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11350,Yes,0.99979550,0.00020449,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11500,No,0.14994790,0.85005206,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11475,Yes,0.72484320,0.27515683,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11618,Yes,0.98713392,0.01286605,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11698,Yes,0.79460448,0.20539553,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11051,Yes,0.99942398,0.00057608,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11212,Yes,0.99959642,0.00040355,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11382,Yes,0.99744862,0.00255130,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11884,Yes,0.99933547,0.00066457,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11174,Yes,0.99871337,0.00128660,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11148,Yes,0.99925309,0.00074685,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11420,Yes,0.70033860,0.29966137,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11962,Yes,0.99984694,0.00015304,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11149,Yes,0.98702282,0.01297721,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11976,Yes,0.92371196,0.07628807,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11080,Yes,0.99959236,0.00040760,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11776,Yes,0.99912530,0.00087467,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11303,Yes,0.99965763,0.00034235,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11996,Yes,0.99970430,0.00029569,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11526,Yes,0.97007698,0.02992303,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11775,No,0.10967276,0.89032722,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11232,Yes,0.99516726,0.00483280,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11626,Yes,0.99494272,0.00505730,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11801,Yes,0.99810201,0.00189804,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11562,Yes,0.96868008,0.03131992,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11510,Yes,0.99934596,0.00065407,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11841,Yes,0.99860698,0.00139310,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11495,Yes,0.99988604,0.00011393,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11120,Yes,0.99574924,0.00425075,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11478,No,0.00384247,0.99615759,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11145,Yes,0.99946767,0.00053235,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11030,Yes,0.99681038,0.00318957,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11911,No,0.11642155,0.88357842,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11122,Yes,0.99945420,0.00054583,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11606,Yes,0.99930084,0.00069911,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11062,Yes,0.99911052,0.00088947,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11872,No,0.15228984,0.84771013,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11573,Yes,0.99538785,0.00461212,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11006,Yes,0.99972981,0.00027013,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11927,Yes,0.99931574,0.00068425,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11640,Yes,0.97199202,0.02800799,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11440,Yes,0.99752051,0.00247944,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11730,Yes,0.99979025,0.00020974,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11194,Yes,0.99784148,0.00215848,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11753,Yes,0.99978203,0.00021796,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11627,Yes,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,Yes
11572,Yes,0.99934655,0.00065346,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11018,Yes,0.98754823,0.01245172,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11743,Yes,0.99762863,0.00237145,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11915,Yes,0.99571532,0.00428467,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11511,Yes,0.99953806,0.00046196,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11574,Yes,0.99980384,0.00019614,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11139,Yes,0.99978548,0.00021453,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11192,Yes,0.99958390,0.00041613,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11005,Yes,,,/workspace/llm_model,codex_rag:strict_negative_with_certficate:data-only:ctx_bert_prediction,models/loop001_st1_a0_real_only/best_st1.pt,strict_negative_with_certficate,/workspace/esg_contest/configs/prompt/stage1/codex/strict_negative_with_certficate.txt,stage1_rag_t0.70_strict_negative_with_certficate_data-only,codex_rag_low_conf,Yes
11444,Yes,0.99873239,0.00126758,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11021,Yes,0.99961025,0.00038980,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11214,No,0.17170753,0.82829243,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11065,Yes,0.99783140,0.00216861,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11412,Yes,0.99738711,0.00261294,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
11302,No,0.00370175,0.99629825,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,0
11334,Yes,0.99937063,0.00062939,hfl/chinese-roberta-wwm-ext-large,finetune,models/loop001_st1_a0_real_only/best_st1.pt,,,stage1_rag_t0.70_strict_negative_with_certficate_data-only,bert_high_conf,1
