id,member,score_no,score_yes,pred
13266,focal_g3_w4,0.01488451,0.98511547,Yes
13267,focal_g3_w4,0.02123041,0.97876954,Yes
13268,focal_g3_w4,0.01512007,0.98487985,Yes
13269,focal_g3_w4,0.25887561,0.74112445,Yes
13270,focal_g3_w4,0.00895364,0.99104637,Yes
13271,focal_g3_w4,0.97061890,0.02938105,No
13272,focal_g3_w4,0.35726744,0.64273250,Yes
13273,focal_g3_w4,0.05742507,0.94257498,Yes
13274,focal_g3_w4,0.24661236,0.75338763,Yes
13275,focal_g3_w4,0.05302203,0.94697791,Yes
13276,focal_g3_w4,0.00997187,0.99002808,Yes
13277,focal_g3_w4,0.00477613,0.99522394,Yes
13278,focal_g3_w4,0.02081637,0.97918361,Yes
13279,focal_g3_w4,0.97339219,0.02660781,No
13280,focal_g3_w4,0.00659093,0.99340904,Yes
13281,focal_g3_w4,0.00713614,0.99286383,Yes
13282,focal_g3_w4,0.01837479,0.98162526,Yes
13283,focal_g3_w4,0.90099579,0.09900414,No
13284,focal_g3_w4,0.16527233,0.83472764,Yes
13285,focal_g3_w4,0.00832321,0.99167681,Yes
13286,focal_g3_w4,0.00661722,0.99338281,Yes
13287,focal_g3_w4,0.00554634,0.99445361,Yes
13288,focal_g3_w4,0.96185249,0.03814754,No
13289,focal_g3_w4,0.98213863,0.01786132,No
13290,focal_g3_w4,0.01292824,0.98707181,Yes
13291,focal_g3_w4,0.05435789,0.94564211,Yes
13292,focal_g3_w4,0.29710606,0.70289397,Yes
13293,focal_g3_w4,0.10957661,0.89042342,Yes
13294,focal_g3_w4,0.02769473,0.97230524,Yes
13295,focal_g3_w4,0.00896496,0.99103504,Yes
13296,focal_g3_w4,0.99132359,0.00867642,No
13297,focal_g3_w4,0.00809734,0.99190265,Yes
13298,focal_g3_w4,0.02996030,0.97003967,Yes
13299,focal_g3_w4,0.01548638,0.98451358,Yes
13300,focal_g3_w4,0.02326155,0.97673845,Yes
13301,focal_g3_w4,0.01141352,0.98858649,Yes
13302,focal_g3_w4,0.98378408,0.01621587,No
13303,focal_g3_w4,0.75560552,0.24439444,No
13304,focal_g3_w4,0.01665084,0.98334920,Yes
13305,focal_g3_w4,0.00675038,0.99324965,Yes
13306,focal_g3_w4,0.00390711,0.99609286,Yes
13307,focal_g3_w4,0.96810269,0.03189733,No
13308,focal_g3_w4,0.07837600,0.92162400,Yes
13309,focal_g3_w4,0.00415641,0.99584359,Yes
13310,focal_g3_w4,0.02315932,0.97684073,Yes
13311,focal_g3_w4,0.01799051,0.98200953,Yes
13312,focal_g3_w4,0.00932363,0.99067640,Yes
13313,focal_g3_w4,0.78599072,0.21400926,No
13314,focal_g3_w4,0.28090402,0.71909595,Yes
13315,focal_g3_w4,0.08636025,0.91363972,Yes
13316,focal_g3_w4,0.23991084,0.76008910,Yes
13317,focal_g3_w4,0.94910741,0.05089259,No
13318,focal_g3_w4,0.91963100,0.08036900,No
13319,focal_g3_w4,0.44677797,0.55322206,Yes
13320,focal_g3_w4,0.94649094,0.05350906,No
13321,focal_g3_w4,0.00456288,0.99543709,Yes
13322,focal_g3_w4,0.02306243,0.97693753,Yes
13323,focal_g3_w4,0.00362400,0.99637598,Yes
13324,focal_g3_w4,0.01392082,0.98607916,Yes
13325,focal_g3_w4,0.00735627,0.99264377,Yes
13326,focal_g3_w4,0.02226937,0.97773063,Yes
13327,focal_g3_w4,0.00329497,0.99670500,Yes
13328,focal_g3_w4,0.00749873,0.99250132,Yes
13329,focal_g3_w4,0.00503405,0.99496597,Yes
13330,focal_g3_w4,0.00919571,0.99080431,Yes
13331,focal_g3_w4,0.12000278,0.87999725,Yes
13332,focal_g3_w4,0.91319454,0.08680540,No
13333,focal_g3_w4,0.02529646,0.97470361,Yes
13334,focal_g3_w4,0.43941399,0.56058604,Yes
13335,focal_g3_w4,0.86529952,0.13470048,No
13336,focal_g3_w4,0.01708791,0.98291206,Yes
13337,focal_g3_w4,0.23979911,0.76020092,Yes
13338,focal_g3_w4,0.98910004,0.01090000,No
13339,focal_g3_w4,0.00383737,0.99616265,Yes
13340,focal_g3_w4,0.00273288,0.99726713,Yes
13341,focal_g3_w4,0.01341419,0.98658586,Yes
13342,focal_g3_w4,0.01920315,0.98079681,Yes
13343,focal_g3_w4,0.06844036,0.93155962,Yes
13344,focal_g3_w4,0.00768038,0.99231964,Yes
13345,focal_g3_w4,0.03533607,0.96466398,Yes
13346,focal_g3_w4,0.01322308,0.98677689,Yes
13347,focal_g3_w4,0.01439317,0.98560679,Yes
13348,focal_g3_w4,0.11185374,0.88814628,Yes
13349,focal_g3_w4,0.00750795,0.99249202,Yes
13350,focal_g3_w4,0.40804043,0.59195954,Yes
13351,focal_g3_w4,0.00650046,0.99349952,Yes
13352,focal_g3_w4,0.00533038,0.99466962,Yes
13353,focal_g3_w4,0.01529039,0.98470956,Yes
13354,focal_g3_w4,0.02034980,0.97965014,Yes
13355,focal_g3_w4,0.98393792,0.01606208,No
13356,focal_g3_w4,0.00973704,0.99026299,Yes
13357,focal_g3_w4,0.57739943,0.42260054,No
13358,focal_g3_w4,0.00575760,0.99424237,Yes
13359,focal_g3_w4,0.18597451,0.81402552,Yes
13360,focal_g3_w4,0.01938829,0.98061174,Yes
13361,focal_g3_w4,0.94565439,0.05434556,No
13362,focal_g3_w4,0.01105782,0.98894215,Yes
13363,focal_g3_w4,0.98944992,0.01055004,No
13364,focal_g3_w4,0.00488068,0.99511933,Yes
13365,focal_g3_w4,0.08297721,0.91702276,Yes
13366,focal_g3_w4,0.02496756,0.97503245,Yes
13367,focal_g3_w4,0.00839333,0.99160671,Yes
13368,focal_g3_w4,0.00698491,0.99301505,Yes
13369,focal_g3_w4,0.01291274,0.98708725,Yes
13370,focal_g3_w4,0.00773548,0.99226451,Yes
13371,focal_g3_w4,0.07514334,0.92485666,Yes
13372,focal_g3_w4,0.04996542,0.95003462,Yes
13373,focal_g3_w4,0.05178708,0.94821286,Yes
13374,focal_g3_w4,0.02893114,0.97106880,Yes
13375,focal_g3_w4,0.00357717,0.99642283,Yes
13376,focal_g3_w4,0.36522394,0.63477612,Yes
13377,focal_g3_w4,0.00335518,0.99664485,Yes
13378,focal_g3_w4,0.00642424,0.99357575,Yes
13379,focal_g3_w4,0.00515058,0.99484938,Yes
13380,focal_g3_w4,0.01237102,0.98762894,Yes
13381,focal_g3_w4,0.00471557,0.99528450,Yes
13382,focal_g3_w4,0.06651264,0.93348742,Yes
13383,focal_g3_w4,0.00495143,0.99504858,Yes
13384,focal_g3_w4,0.00687151,0.99312854,Yes
13385,focal_g3_w4,0.96567667,0.03432341,No
13386,focal_g3_w4,0.79510194,0.20489806,No
13387,focal_g3_w4,0.00658562,0.99341440,Yes
13388,focal_g3_w4,0.01173662,0.98826337,Yes
13389,focal_g3_w4,0.81167883,0.18832116,No
13390,focal_g3_w4,0.04106024,0.95893979,Yes
13391,focal_g3_w4,0.00538732,0.99461269,Yes
13392,focal_g3_w4,0.11180024,0.88819975,Yes
13393,focal_g3_w4,0.01647001,0.98352998,Yes
13394,focal_g3_w4,0.00492892,0.99507105,Yes
13395,focal_g3_w4,0.01621925,0.98378074,Yes
13396,focal_g3_w4,0.97752053,0.02247951,No
13397,focal_g3_w4,0.00551817,0.99448180,Yes
13398,focal_g3_w4,0.00643886,0.99356115,Yes
13399,focal_g3_w4,0.91998446,0.08001555,No
13400,focal_g3_w4,0.05092554,0.94907445,Yes
13401,focal_g3_w4,0.98949391,0.01050608,No
13402,focal_g3_w4,0.09744599,0.90255404,Yes
13403,focal_g3_w4,0.33294237,0.66705763,Yes
13404,focal_g3_w4,0.05963009,0.94036984,Yes
13405,focal_g3_w4,0.14264144,0.85735857,Yes
13406,focal_g3_w4,0.95888162,0.04111839,No
13407,focal_g3_w4,0.85013080,0.14986917,No
13408,focal_g3_w4,0.25241458,0.74758542,Yes
13409,focal_g3_w4,0.00900999,0.99099004,Yes
13410,focal_g3_w4,0.42819548,0.57180452,Yes
13411,focal_g3_w4,0.48179939,0.51820058,Yes
13412,focal_g3_w4,0.02789967,0.97210038,Yes
13413,focal_g3_w4,0.00873481,0.99126512,Yes
13414,focal_g3_w4,0.76506466,0.23493537,No
13415,focal_g3_w4,0.21332288,0.78667712,Yes
13416,focal_g3_w4,0.00600828,0.99399167,Yes
13417,focal_g3_w4,0.96818405,0.03181600,No
13418,focal_g3_w4,0.98003805,0.01996197,No
13419,focal_g3_w4,0.00447858,0.99552143,Yes
13420,focal_g3_w4,0.01644403,0.98355597,Yes
13421,focal_g3_w4,0.02507695,0.97492301,Yes
13422,focal_g3_w4,0.02404271,0.97595733,Yes
13423,focal_g3_w4,0.01069119,0.98930883,Yes
13424,focal_g3_w4,0.01764484,0.98235518,Yes
13425,focal_g3_w4,0.08504000,0.91496003,Yes
13426,focal_g3_w4,0.93643945,0.06356048,No
13427,focal_g3_w4,0.01021377,0.98978627,Yes
13428,focal_g3_w4,0.03769949,0.96230048,Yes
13429,focal_g3_w4,0.97457337,0.02542664,No
13430,focal_g3_w4,0.07624390,0.92375612,Yes
13431,focal_g3_w4,0.00632818,0.99367177,Yes
13432,focal_g3_w4,0.60532534,0.39467469,No
13433,focal_g3_w4,0.02092574,0.97907424,Yes
13434,focal_g3_w4,0.02719481,0.97280520,Yes
13435,focal_g3_w4,0.64044309,0.35955688,No
13436,focal_g3_w4,0.00907367,0.99092638,Yes
13437,focal_g3_w4,0.97634524,0.02365470,No
13438,focal_g3_w4,0.95912105,0.04087896,No
13439,focal_g3_w4,0.91750050,0.08249947,No
13440,focal_g3_w4,0.11485634,0.88514364,Yes
13441,focal_g3_w4,0.17434108,0.82565892,Yes
13442,focal_g3_w4,0.00984237,0.99015766,Yes
13443,focal_g3_w4,0.00558639,0.99441367,Yes
13444,focal_g3_w4,0.00481692,0.99518305,Yes
13445,focal_g3_w4,0.01340512,0.98659492,Yes
13446,focal_g3_w4,0.65473562,0.34526441,No
13447,focal_g3_w4,0.00292750,0.99707246,Yes
13448,focal_g3_w4,0.00367014,0.99632984,Yes
13449,focal_g3_w4,0.00601433,0.99398571,Yes
13450,focal_g3_w4,0.00920615,0.99079388,Yes
13451,focal_g3_w4,0.00401203,0.99598795,Yes
13452,focal_g3_w4,0.97125477,0.02874520,No
13453,focal_g3_w4,0.00364903,0.99635100,Yes
13454,focal_g3_w4,0.00848921,0.99151081,Yes
13455,focal_g3_w4,0.94039172,0.05960827,No
13456,focal_g3_w4,0.05388512,0.94611484,Yes
13457,focal_g3_w4,0.01413462,0.98586535,Yes
13458,focal_g3_w4,0.94397253,0.05602751,No
13459,focal_g3_w4,0.18675213,0.81324786,Yes
13460,focal_g3_w4,0.00767262,0.99232739,Yes
13461,focal_g3_w4,0.01963311,0.98036683,Yes
13462,focal_g3_w4,0.96648341,0.03351662,No
13463,focal_g3_w4,0.05230061,0.94769943,Yes
13464,focal_g3_w4,0.00947047,0.99052948,Yes
13465,focal_g3_w4,0.19919947,0.80080050,Yes
13466,focal_g3_w4,0.00706471,0.99293524,Yes
13467,focal_g3_w4,0.89102149,0.10897852,No
13468,focal_g3_w4,0.00699959,0.99300039,Yes
13469,focal_g3_w4,0.01757761,0.98242235,Yes
13470,focal_g3_w4,0.14661232,0.85338765,Yes
13471,focal_g3_w4,0.90501761,0.09498245,No
13472,focal_g3_w4,0.00668193,0.99331808,Yes
13473,focal_g3_w4,0.97721624,0.02278380,No
13474,focal_g3_w4,0.74578887,0.25421113,No
13475,focal_g3_w4,0.06708997,0.93291008,Yes
13476,focal_g3_w4,0.00580087,0.99419916,Yes
13477,focal_g3_w4,0.00575030,0.99424970,Yes
13478,focal_g3_w4,0.00378261,0.99621743,Yes
13479,focal_g3_w4,0.02966135,0.97033870,Yes
13480,focal_g3_w4,0.15184198,0.84815794,Yes
13481,focal_g3_w4,0.35210538,0.64789462,Yes
13482,focal_g3_w4,0.00532963,0.99467033,Yes
13483,focal_g3_w4,0.32954571,0.67045426,Yes
13484,focal_g3_w4,0.02420691,0.97579306,Yes
13485,focal_g3_w4,0.01949980,0.98050022,Yes
13486,focal_g3_w4,0.00993241,0.99006760,Yes
13487,focal_g3_w4,0.00543450,0.99456549,Yes
13488,focal_g3_w4,0.94107270,0.05892729,No
13489,focal_g3_w4,0.00430639,0.99569356,Yes
13490,focal_g3_w4,0.00613015,0.99386978,Yes
13491,focal_g3_w4,0.99706882,0.00293121,No
13492,focal_g3_w4,0.00509073,0.99490923,Yes
13493,focal_g3_w4,0.00577759,0.99422234,Yes
13494,focal_g3_w4,0.22781830,0.77218169,Yes
13495,focal_g3_w4,0.00486306,0.99513692,Yes
13496,focal_g3_w4,0.05902517,0.94097483,Yes
13497,focal_g3_w4,0.06169369,0.93830633,Yes
13498,focal_g3_w4,0.10177778,0.89822227,Yes
13499,focal_g3_w4,0.86714560,0.13285442,No
13500,focal_g3_w4,0.00790991,0.99209011,Yes
13501,focal_g3_w4,0.00531132,0.99468863,Yes
13502,focal_g3_w4,0.00664415,0.99335587,Yes
13503,focal_g3_w4,0.92345053,0.07654950,No
13504,focal_g3_w4,0.00409858,0.99590141,Yes
13505,focal_g3_w4,0.00400225,0.99599779,Yes
13506,focal_g3_w4,0.00553415,0.99446589,Yes
13507,focal_g3_w4,0.00400159,0.99599838,Yes
13508,focal_g3_w4,0.66488224,0.33511770,No
13509,focal_g3_w4,0.04240801,0.95759195,Yes
13510,focal_g3_w4,0.00328684,0.99671316,Yes
13511,focal_g3_w4,0.02138289,0.97861713,Yes
13512,focal_g3_w4,0.02703576,0.97296429,Yes
13513,focal_g3_w4,0.00503517,0.99496484,Yes
13514,focal_g3_w4,0.01881763,0.98118240,Yes
13515,focal_g3_w4,0.00873973,0.99126023,Yes
13516,focal_g3_w4,0.00462228,0.99537766,Yes
13517,focal_g3_w4,0.00447837,0.99552166,Yes
13518,focal_g3_w4,0.00619446,0.99380553,Yes
13519,focal_g3_w4,0.37528482,0.62471521,Yes
13520,focal_g3_w4,0.00522495,0.99477506,Yes
13521,focal_g3_w4,0.58284974,0.41715029,No
13522,focal_g3_w4,0.00916685,0.99083310,Yes
13523,focal_g3_w4,0.00863959,0.99136037,Yes
13524,focal_g3_w4,0.02843109,0.97156894,Yes
13525,focal_g3_w4,0.96103042,0.03896959,No
13526,focal_g3_w4,0.02587953,0.97412044,Yes
13527,focal_g3_w4,0.04606796,0.95393199,Yes
13528,focal_g3_w4,0.09370969,0.90629035,Yes
13529,focal_g3_w4,0.51779842,0.48220158,No
13530,focal_g3_w4,0.00475097,0.99524903,Yes
13531,focal_g3_w4,0.00730210,0.99269789,Yes
13532,focal_g3_w4,0.07593206,0.92406791,Yes
13533,focal_g3_w4,0.00415103,0.99584889,Yes
13534,focal_g3_w4,0.04936681,0.95063323,Yes
13535,focal_g3_w4,0.00675287,0.99324715,Yes
13536,focal_g3_w4,0.01455717,0.98544288,Yes
13537,focal_g3_w4,0.00979281,0.99020725,Yes
13538,focal_g3_w4,0.02056120,0.97943878,Yes
13539,focal_g3_w4,0.00721663,0.99278331,Yes
13540,focal_g3_w4,0.00669409,0.99330586,Yes
13541,focal_g3_w4,0.05550938,0.94449067,Yes
13542,focal_g3_w4,0.01276898,0.98723108,Yes
13543,focal_g3_w4,0.00629960,0.99370039,Yes
13544,focal_g3_w4,0.09302013,0.90697986,Yes
13545,focal_g3_w4,0.61940634,0.38059363,No
13546,focal_g3_w4,0.01073525,0.98926473,Yes
13547,focal_g3_w4,0.00719953,0.99280047,Yes
13548,focal_g3_w4,0.00418815,0.99581194,Yes
13549,focal_g3_w4,0.16073254,0.83926743,Yes
13550,focal_g3_w4,0.05946547,0.94053453,Yes
13551,focal_g3_w4,0.00474680,0.99525321,Yes
13552,focal_g3_w4,0.94238603,0.05761399,No
13553,focal_g3_w4,0.04866426,0.95133567,Yes
13554,focal_g3_w4,0.00927702,0.99072295,Yes
13555,focal_g3_w4,0.00780160,0.99219841,Yes
13556,focal_g3_w4,0.00913861,0.99086142,Yes
13557,focal_g3_w4,0.00691082,0.99308914,Yes
13558,focal_g3_w4,0.01734642,0.98265356,Yes
13559,focal_g3_w4,0.00372815,0.99627185,Yes
13560,focal_g3_w4,0.90164047,0.09835947,No
13561,focal_g3_w4,0.03783177,0.96216822,Yes
13562,focal_g3_w4,0.23216188,0.76783806,Yes
13563,focal_g3_w4,0.00976351,0.99023646,Yes
13564,focal_g3_w4,0.87455797,0.12544203,No
13565,focal_g3_w4,0.02363892,0.97636104,Yes
13566,focal_g3_w4,0.02433657,0.97566342,Yes
13567,focal_g3_w4,0.11135524,0.88864470,Yes
13568,focal_g3_w4,0.02433308,0.97566694,Yes
13569,focal_g3_w4,0.01034699,0.98965305,Yes
13570,focal_g3_w4,0.97314835,0.02685164,No
13571,focal_g3_w4,0.01599026,0.98400968,Yes
13572,focal_g3_w4,0.03425029,0.96574968,Yes
13573,focal_g3_w4,0.91978878,0.08021120,No
13574,focal_g3_w4,0.07514930,0.92485076,Yes
13575,focal_g3_w4,0.80320734,0.19679266,No
13576,focal_g3_w4,0.00663548,0.99336457,Yes
13577,focal_g3_w4,0.08483768,0.91516227,Yes
13578,focal_g3_w4,0.00425407,0.99574596,Yes
13579,focal_g3_w4,0.00673527,0.99326468,Yes
13580,focal_g3_w4,0.01926593,0.98073411,Yes
13581,focal_g3_w4,0.01371109,0.98628891,Yes
13582,focal_g3_w4,0.84949768,0.15050228,No
13583,focal_g3_w4,0.48462340,0.51537657,Yes
13584,focal_g3_w4,0.94142425,0.05857579,No
13585,focal_g3_w4,0.00485939,0.99514055,Yes
13586,focal_g3_w4,0.92802036,0.07197959,No
13587,focal_g3_w4,0.00569505,0.99430496,Yes
13588,focal_g3_w4,0.01025834,0.98974168,Yes
13589,focal_g3_w4,0.00744152,0.99255848,Yes
13590,focal_g3_w4,0.32480115,0.67519879,Yes
13591,focal_g3_w4,0.01478266,0.98521727,Yes
13592,focal_g3_w4,0.08904941,0.91095060,Yes
13593,focal_g3_w4,0.59984756,0.40015239,No
13594,focal_g3_w4,0.00424525,0.99575472,Yes
13595,focal_g3_w4,0.94757634,0.05242364,No
13596,focal_g3_w4,0.00354018,0.99645978,Yes
13597,focal_g3_w4,0.01217678,0.98782325,Yes
13598,focal_g3_w4,0.43324617,0.56675380,Yes
13599,focal_g3_w4,0.96827692,0.03172314,No
13600,focal_g3_w4,0.00359273,0.99640721,Yes
13601,focal_g3_w4,0.02993062,0.97006935,Yes
13602,focal_g3_w4,0.00347689,0.99652314,Yes
13603,focal_g3_w4,0.00542161,0.99457836,Yes
13604,focal_g3_w4,0.12415080,0.87584925,Yes
13605,focal_g3_w4,0.02173069,0.97826928,Yes
13606,focal_g3_w4,0.00865275,0.99134725,Yes
13607,focal_g3_w4,0.19595878,0.80404121,Yes
13608,focal_g3_w4,0.00579999,0.99419999,Yes
13609,focal_g3_w4,0.03352330,0.96647668,Yes
13610,focal_g3_w4,0.05507676,0.94492322,Yes
13611,focal_g3_w4,0.12498114,0.87501884,Yes
13612,focal_g3_w4,0.11458492,0.88541502,Yes
13613,focal_g3_w4,0.16783741,0.83216256,Yes
13614,focal_g3_w4,0.02999950,0.97000051,Yes
13615,focal_g3_w4,0.00422161,0.99577832,Yes
13616,focal_g3_w4,0.00250252,0.99749750,Yes
13617,focal_g3_w4,0.00374715,0.99625278,Yes
13618,focal_g3_w4,0.04637266,0.95362735,Yes
13619,focal_g3_w4,0.00478336,0.99521661,Yes
13620,focal_g3_w4,0.06078031,0.93921971,Yes
13621,focal_g3_w4,0.94547290,0.05452711,No
13622,focal_g3_w4,0.02748654,0.97251344,Yes
13623,focal_g3_w4,0.02576328,0.97423673,Yes
13624,focal_g3_w4,0.00646069,0.99353927,Yes
13625,focal_g3_w4,0.09891116,0.90108883,Yes
13626,focal_g3_w4,0.00764724,0.99235278,Yes
13627,focal_g3_w4,0.00389097,0.99610907,Yes
13628,focal_g3_w4,0.00996962,0.99003041,Yes
13629,focal_g3_w4,0.00500971,0.99499029,Yes
13630,focal_g3_w4,0.00850296,0.99149698,Yes
13631,focal_g3_w4,0.88943833,0.11056162,No
13632,focal_g3_w4,0.04945391,0.95054609,Yes
13633,focal_g3_w4,0.73452425,0.26547575,No
13634,focal_g3_w4,0.89845985,0.10154011,No
13635,focal_g3_w4,0.00516084,0.99483913,Yes
13636,focal_g3_w4,0.00559156,0.99440843,Yes
13637,focal_g3_w4,0.00360609,0.99639386,Yes
13638,focal_g3_w4,0.84904009,0.15095992,No
13639,focal_g3_w4,0.94449639,0.05550366,No
13640,focal_g3_w4,0.01150607,0.98849398,Yes
13641,focal_g3_w4,0.05915466,0.94084531,Yes
13642,focal_g3_w4,0.05693006,0.94306993,Yes
13643,focal_g3_w4,0.81852186,0.18147816,No
13644,focal_g3_w4,0.44809288,0.55190706,Yes
13645,focal_g3_w4,0.09386894,0.90613109,Yes
13646,focal_g3_w4,0.03156381,0.96843618,Yes
13647,focal_g3_w4,0.00528817,0.99471188,Yes
13648,focal_g3_w4,0.05849543,0.94150460,Yes
13649,focal_g3_w4,0.10070941,0.89929062,Yes
13650,focal_g3_w4,0.12979183,0.87020814,Yes
13651,focal_g3_w4,0.07745167,0.92254829,Yes
13652,focal_g3_w4,0.00831576,0.99168420,Yes
13653,focal_g3_w4,0.95399958,0.04600044,No
13654,focal_g3_w4,0.98132002,0.01868003,No
13655,focal_g3_w4,0.09209437,0.90790564,Yes
13656,focal_g3_w4,0.01150091,0.98849910,Yes
13657,focal_g3_w4,0.34018755,0.65981251,Yes
13658,focal_g3_w4,0.00558937,0.99441057,Yes
13659,focal_g3_w4,0.62417233,0.37582770,No
13660,focal_g3_w4,0.01053041,0.98946953,Yes
13661,focal_g3_w4,0.98271161,0.01728844,No
13662,focal_g3_w4,0.08170460,0.91829538,Yes
13663,focal_g3_w4,0.00947383,0.99052620,Yes
13664,focal_g3_w4,0.10030492,0.89969510,Yes
13665,focal_g3_w4,0.01025593,0.98974413,Yes
13666,focal_g3_w4,0.77595460,0.22404538,No
13667,focal_g3_w4,0.01570550,0.98429453,Yes
13668,focal_g3_w4,0.01702673,0.98297322,Yes
13669,focal_g3_w4,0.20703998,0.79295999,Yes
13670,focal_g3_w4,0.15391266,0.84608734,Yes
13671,focal_g3_w4,0.00795392,0.99204612,Yes
13672,focal_g3_w4,0.00433660,0.99566346,Yes
13673,focal_g3_w4,0.01785308,0.98214692,Yes
13674,focal_g3_w4,0.01627870,0.98372132,Yes
13675,focal_g3_w4,0.61054546,0.38945451,No
13676,focal_g3_w4,0.00507763,0.99492234,Yes
13677,focal_g3_w4,0.00942634,0.99057370,Yes
13678,focal_g3_w4,0.36566964,0.63433039,Yes
13679,focal_g3_w4,0.32375818,0.67624182,Yes
13680,focal_g3_w4,0.01318436,0.98681563,Yes
13681,focal_g3_w4,0.00558202,0.99441803,Yes
13682,focal_g3_w4,0.00647073,0.99352926,Yes
13683,focal_g3_w4,0.97749251,0.02250748,No
13684,focal_g3_w4,0.49179482,0.50820524,Yes
13685,focal_g3_w4,0.01746078,0.98253918,Yes
13686,focal_g3_w4,0.00882663,0.99117333,Yes
13687,focal_g3_w4,0.02111406,0.97888595,Yes
13688,focal_g3_w4,0.00436379,0.99563617,Yes
13689,focal_g3_w4,0.21056528,0.78943479,Yes
13690,focal_g3_w4,0.65470362,0.34529638,No
13691,focal_g3_w4,0.93213385,0.06786616,No
13692,focal_g3_w4,0.62438446,0.37561551,No
13693,focal_g3_w4,0.04008109,0.95991898,Yes
13694,focal_g3_w4,0.00712878,0.99287122,Yes
13695,focal_g3_w4,0.89867246,0.10132754,No
13696,focal_g3_w4,0.00689011,0.99310994,Yes
13697,focal_g3_w4,0.00542897,0.99457103,Yes
13698,focal_g3_w4,0.95854676,0.04145328,No
13699,focal_g3_w4,0.00499272,0.99500728,Yes
13700,focal_g3_w4,0.00495550,0.99504447,Yes
13701,focal_g3_w4,0.82939762,0.17060240,No
13702,focal_g3_w4,0.00947706,0.99052292,Yes
13703,focal_g3_w4,0.91489947,0.08510053,No
13704,focal_g3_w4,0.00360722,0.99639279,Yes
13705,focal_g3_w4,0.95961720,0.04038284,No
13706,focal_g3_w4,0.05556013,0.94443983,Yes
13707,focal_g3_w4,0.00483517,0.99516487,Yes
13708,focal_g3_w4,0.95122188,0.04877809,No
13709,focal_g3_w4,0.00783437,0.99216568,Yes
13710,focal_g3_w4,0.79505676,0.20494327,No
13711,focal_g3_w4,0.05072600,0.94927400,Yes
13712,focal_g3_w4,0.00994133,0.99005872,Yes
13713,focal_g3_w4,0.00278822,0.99721175,Yes
13714,focal_g3_w4,0.02009402,0.97990602,Yes
13715,focal_g3_w4,0.10452832,0.89547169,Yes
13716,focal_g3_w4,0.92513829,0.07486174,No
13717,focal_g3_w4,0.01238942,0.98761058,Yes
13718,focal_g3_w4,0.01755831,0.98244172,Yes
13719,focal_g3_w4,0.01286518,0.98713487,Yes
13720,focal_g3_w4,0.98541683,0.01458320,No
13721,focal_g3_w4,0.15345339,0.84654659,Yes
13722,focal_g3_w4,0.01530276,0.98469722,Yes
13723,focal_g3_w4,0.00277651,0.99722350,Yes
13724,focal_g3_w4,0.05710195,0.94289798,Yes
13725,focal_g3_w4,0.00501771,0.99498230,Yes
13726,focal_g3_w4,0.01012640,0.98987365,Yes
13727,focal_g3_w4,0.97576255,0.02423750,No
13728,focal_g3_w4,0.00458421,0.99541581,Yes
13729,focal_g3_w4,0.00521284,0.99478710,Yes
13730,focal_g3_w4,0.01732630,0.98267370,Yes
13731,focal_g3_w4,0.02959544,0.97040457,Yes
13732,focal_g3_w4,0.01408220,0.98591787,Yes
13733,focal_g3_w4,0.02900917,0.97099078,Yes
13734,focal_g3_w4,0.03169031,0.96830964,Yes
13735,focal_g3_w4,0.36443260,0.63556737,Yes
13736,focal_g3_w4,0.63011521,0.36988473,No
13737,focal_g3_w4,0.00962869,0.99037129,Yes
13738,focal_g3_w4,0.01120686,0.98879319,Yes
13739,focal_g3_w4,0.17366877,0.82633120,Yes
13740,focal_g3_w4,0.00943839,0.99056166,Yes
13741,focal_g3_w4,0.03118010,0.96881998,Yes
13742,focal_g3_w4,0.02406566,0.97593439,Yes
13743,focal_g3_w4,0.38709584,0.61290413,Yes
13744,focal_g3_w4,0.03878996,0.96121007,Yes
13745,focal_g3_w4,0.08976113,0.91023892,Yes
13746,focal_g3_w4,0.03870152,0.96129853,Yes
13747,focal_g3_w4,0.00726679,0.99273324,Yes
13748,focal_g3_w4,0.14605677,0.85394323,Yes
13749,focal_g3_w4,0.89112097,0.10887903,No
13750,focal_g3_w4,0.89898771,0.10101227,No
13751,focal_g3_w4,0.04321226,0.95678777,Yes
13752,focal_g3_w4,0.00746694,0.99253297,Yes
13753,focal_g3_w4,0.02304667,0.97695333,Yes
13754,focal_g3_w4,0.00617467,0.99382532,Yes
13755,focal_g3_w4,0.19187863,0.80812138,Yes
13756,focal_g3_w4,0.00590991,0.99409002,Yes
13757,focal_g3_w4,0.09683438,0.90316564,Yes
13758,focal_g3_w4,0.00985170,0.99014837,Yes
13759,focal_g3_w4,0.39802882,0.60197115,Yes
13760,focal_g3_w4,0.00468473,0.99531531,Yes
13761,focal_g3_w4,0.01553090,0.98446912,Yes
13762,focal_g3_w4,0.00596868,0.99403125,Yes
13763,focal_g3_w4,0.00513671,0.99486333,Yes
13764,focal_g3_w4,0.21343461,0.78656536,Yes
13765,focal_g3_w4,0.01411344,0.98588657,Yes
13766,focal_g3_w4,0.04234412,0.95765591,Yes
13767,focal_g3_w4,0.12771820,0.87228185,Yes
13768,focal_g3_w4,0.00397563,0.99602437,Yes
13769,focal_g3_w4,0.88480687,0.11519308,No
13770,focal_g3_w4,0.01062026,0.98937982,Yes
13771,focal_g3_w4,0.20599490,0.79400510,Yes
