id,member,Clear,Not Clear,Misleading,pred
13313,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93078738,0.06651419,0.00269840,Clear
13314,ensemble_mt_st123_w1_8_30_mlval_seed123,0.31639317,0.67807120,0.00553562,Not Clear
13315,ensemble_mt_st123_w1_8_30_mlval_seed123,0.28307915,0.70985568,0.00706519,Not Clear
13316,ensemble_mt_st123_w1_8_30_mlval_seed123,0.82082063,0.17598131,0.00319798,Clear
13317,ensemble_mt_st123_w1_8_30_mlval_seed123,0.48225126,0.50988328,0.00786545,Not Clear
13318,ensemble_mt_st123_w1_8_30_mlval_seed123,0.16610776,0.82960892,0.00428335,Not Clear
13319,ensemble_mt_st123_w1_8_30_mlval_seed123,0.29288131,0.70187855,0.00524012,Not Clear
13320,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96853429,0.02808723,0.00337853,Clear
13321,ensemble_mt_st123_w1_8_30_mlval_seed123,0.58427584,0.41145530,0.00426885,Clear
13322,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93735224,0.06105689,0.00159090,Clear
13323,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93342608,0.06470124,0.00187266,Clear
13324,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87984502,0.11579914,0.00435575,Clear
13325,ensemble_mt_st123_w1_8_30_mlval_seed123,0.89583552,0.10185144,0.00231312,Clear
13326,ensemble_mt_st123_w1_8_30_mlval_seed123,0.86784285,0.12891252,0.00324468,Clear
13327,ensemble_mt_st123_w1_8_30_mlval_seed123,0.22918154,0.76684678,0.00397167,Not Clear
13328,ensemble_mt_st123_w1_8_30_mlval_seed123,0.45659137,0.54040432,0.00300432,Not Clear
13329,ensemble_mt_st123_w1_8_30_mlval_seed123,0.06163111,0.93648064,0.00188818,Not Clear
13330,ensemble_mt_st123_w1_8_30_mlval_seed123,0.74953258,0.24796100,0.00250643,Clear
13331,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76145625,0.23396736,0.00457641,Clear
13332,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92862892,0.06813061,0.00324041,Clear
13333,ensemble_mt_st123_w1_8_30_mlval_seed123,0.84457529,0.15149164,0.00393309,Clear
13334,ensemble_mt_st123_w1_8_30_mlval_seed123,0.11354449,0.88407207,0.00238343,Not Clear
13335,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92133611,0.07350013,0.00516373,Clear
13336,ensemble_mt_st123_w1_8_30_mlval_seed123,0.82818425,0.16838153,0.00343421,Clear
13337,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91964900,0.07783461,0.00251630,Clear
13338,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93852174,0.05783275,0.00364548,Clear
13339,ensemble_mt_st123_w1_8_30_mlval_seed123,0.19195665,0.80465293,0.00339040,Not Clear
13340,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93679744,0.06131618,0.00188644,Clear
13341,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76353270,0.23172529,0.00474201,Clear
13342,ensemble_mt_st123_w1_8_30_mlval_seed123,0.98208964,0.01650655,0.00140378,Clear
13343,ensemble_mt_st123_w1_8_30_mlval_seed123,0.48037252,0.51505482,0.00457270,Not Clear
13344,ensemble_mt_st123_w1_8_30_mlval_seed123,0.85183579,0.14557762,0.00258661,Clear
13345,ensemble_mt_st123_w1_8_30_mlval_seed123,0.74843502,0.24835587,0.00320904,Clear
13346,ensemble_mt_st123_w1_8_30_mlval_seed123,0.23725614,0.75945199,0.00329192,Not Clear
13347,ensemble_mt_st123_w1_8_30_mlval_seed123,0.64306021,0.35159498,0.00534478,Clear
13348,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88519335,0.11296409,0.00184252,Clear
13349,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87920558,0.11782020,0.00297419,Clear
13350,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88375020,0.11264022,0.00360950,Clear
13351,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91393262,0.08421110,0.00185631,Clear
13352,ensemble_mt_st123_w1_8_30_mlval_seed123,0.85319072,0.14507049,0.00173876,Clear
13353,ensemble_mt_st123_w1_8_30_mlval_seed123,0.57091480,0.42212385,0.00696129,Clear
13354,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88149095,0.11611409,0.00239488,Clear
13355,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88704050,0.10769603,0.00526352,Clear
13356,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96433204,0.03394653,0.00172140,Clear
13357,ensemble_mt_st123_w1_8_30_mlval_seed123,0.51771259,0.47771206,0.00457535,Clear
13358,ensemble_mt_st123_w1_8_30_mlval_seed123,0.04494558,0.95229220,0.00276215,Not Clear
13359,ensemble_mt_st123_w1_8_30_mlval_seed123,0.42714059,0.56813085,0.00472850,Not Clear
13360,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95077944,0.04670078,0.00251981,Clear
13361,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15252313,0.84405190,0.00342501,Not Clear
13362,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93474394,0.06264958,0.00260646,Clear
13363,ensemble_mt_st123_w1_8_30_mlval_seed123,0.63244826,0.36191624,0.00563551,Clear
13364,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91770858,0.07998310,0.00230829,Clear
13365,ensemble_mt_st123_w1_8_30_mlval_seed123,0.45174640,0.54460615,0.00364747,Not Clear
13366,ensemble_mt_st123_w1_8_30_mlval_seed123,0.31436813,0.68155563,0.00407622,Not Clear
13367,ensemble_mt_st123_w1_8_30_mlval_seed123,0.67021996,0.32588929,0.00389075,Clear
13368,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97780275,0.02017970,0.00201755,Clear
13369,ensemble_mt_st123_w1_8_30_mlval_seed123,0.45803744,0.53759730,0.00436530,Not Clear
13370,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88838094,0.10897347,0.00264555,Clear
13371,ensemble_mt_st123_w1_8_30_mlval_seed123,0.78354913,0.21360737,0.00284346,Clear
13372,ensemble_mt_st123_w1_8_30_mlval_seed123,0.40536162,0.58839732,0.00624106,Not Clear
13373,ensemble_mt_st123_w1_8_30_mlval_seed123,0.10393645,0.89315861,0.00290498,Not Clear
13374,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93425727,0.06360059,0.00214216,Clear
13375,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91733557,0.08059310,0.00207133,Clear
13376,ensemble_mt_st123_w1_8_30_mlval_seed123,0.77591783,0.21795198,0.00613025,Clear
13377,ensemble_mt_st123_w1_8_30_mlval_seed123,0.48105597,0.51599473,0.00294929,Not Clear
13378,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96700883,0.03127328,0.00171801,Clear
13379,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95310891,0.04457472,0.00231639,Clear
13380,ensemble_mt_st123_w1_8_30_mlval_seed123,0.78435427,0.21134855,0.00429723,Clear
13381,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87882072,0.11859351,0.00258580,Clear
13382,ensemble_mt_st123_w1_8_30_mlval_seed123,0.72181165,0.27378184,0.00440647,Clear
13383,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93116373,0.06624120,0.00259516,Clear
13384,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94392163,0.05426007,0.00181825,Clear
13385,ensemble_mt_st123_w1_8_30_mlval_seed123,0.32582417,0.67008066,0.00409515,Not Clear
13386,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87984180,0.11741848,0.00273974,Clear
13387,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94712859,0.05110982,0.00176152,Clear
13388,ensemble_mt_st123_w1_8_30_mlval_seed123,0.58291721,0.41311663,0.00396616,Clear
13389,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93874115,0.05932216,0.00193666,Clear
13390,ensemble_mt_st123_w1_8_30_mlval_seed123,0.55567014,0.44134018,0.00298966,Clear
13391,ensemble_mt_st123_w1_8_30_mlval_seed123,0.79759616,0.19990441,0.00249947,Clear
13392,ensemble_mt_st123_w1_8_30_mlval_seed123,0.58992130,0.40297493,0.00710370,Clear
13393,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87598962,0.11886893,0.00514147,Clear
13394,ensemble_mt_st123_w1_8_30_mlval_seed123,0.25359631,0.74368083,0.00272285,Not Clear
13395,ensemble_mt_st123_w1_8_30_mlval_seed123,0.44335410,0.55274528,0.00390066,Not Clear
13396,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93482506,0.06272987,0.00244498,Clear
13397,ensemble_mt_st123_w1_8_30_mlval_seed123,0.64882058,0.34738502,0.00379432,Clear
13398,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94467986,0.05318265,0.00213738,Clear
13399,ensemble_mt_st123_w1_8_30_mlval_seed123,0.17496595,0.82208049,0.00295354,Not Clear
13400,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97574246,0.02267803,0.00157953,Clear
13401,ensemble_mt_st123_w1_8_30_mlval_seed123,0.45331872,0.53869265,0.00798870,Not Clear
13402,ensemble_mt_st123_w1_8_30_mlval_seed123,0.22003061,0.77719480,0.00277459,Not Clear
13403,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95967627,0.03848097,0.00184277,Clear
13404,ensemble_mt_st123_w1_8_30_mlval_seed123,0.60262495,0.39487445,0.00250060,Clear
13405,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87657702,0.12079149,0.00263151,Clear
13406,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87367445,0.12355627,0.00276921,Clear
13407,ensemble_mt_st123_w1_8_30_mlval_seed123,0.39806613,0.59804934,0.00388452,Not Clear
13408,ensemble_mt_st123_w1_8_30_mlval_seed123,0.78861099,0.20568690,0.00570215,Clear
13409,ensemble_mt_st123_w1_8_30_mlval_seed123,0.09732606,0.89972013,0.00295381,Not Clear
13410,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91504169,0.08242211,0.00253625,Clear
13411,ensemble_mt_st123_w1_8_30_mlval_seed123,0.16490147,0.82908523,0.00601333,Not Clear
13412,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92167401,0.07580085,0.00252505,Clear
13413,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88211894,0.11505969,0.00282139,Clear
13414,ensemble_mt_st123_w1_8_30_mlval_seed123,0.98689842,0.01152881,0.00157276,Clear
13415,ensemble_mt_st123_w1_8_30_mlval_seed123,0.65303659,0.34236649,0.00459684,Clear
13416,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97985840,0.01864609,0.00149554,Clear
13417,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95565903,0.04184642,0.00249447,Clear
13418,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97597778,0.02229785,0.00172434,Clear
13419,ensemble_mt_st123_w1_8_30_mlval_seed123,0.47387689,0.52115160,0.00497150,Not Clear
13420,ensemble_mt_st123_w1_8_30_mlval_seed123,0.35069492,0.64386785,0.00543718,Not Clear
13421,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95038956,0.04734308,0.00226734,Clear
13422,ensemble_mt_st123_w1_8_30_mlval_seed123,0.53491336,0.46121415,0.00387239,Clear
13423,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94943321,0.04728596,0.00328081,Clear
13424,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91004717,0.08769291,0.00225999,Clear
13425,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93166178,0.06532487,0.00301337,Clear
13426,ensemble_mt_st123_w1_8_30_mlval_seed123,0.83575207,0.16119759,0.00305033,Clear
13427,ensemble_mt_st123_w1_8_30_mlval_seed123,0.24646077,0.75137901,0.00216024,Not Clear
13428,ensemble_mt_st123_w1_8_30_mlval_seed123,0.80723697,0.18947506,0.00328801,Clear
13429,ensemble_mt_st123_w1_8_30_mlval_seed123,0.28402406,0.70736253,0.00861341,Not Clear
13430,ensemble_mt_st123_w1_8_30_mlval_seed123,0.18892917,0.80825716,0.00281367,Not Clear
13431,ensemble_mt_st123_w1_8_30_mlval_seed123,0.80977899,0.18620531,0.00401571,Clear
13432,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76931041,0.22727604,0.00341348,Clear
13433,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92540288,0.07242217,0.00217491,Clear
13434,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95178193,0.04635625,0.00186176,Clear
13435,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95913982,0.03904016,0.00182002,Clear
13436,ensemble_mt_st123_w1_8_30_mlval_seed123,0.12141326,0.87677217,0.00181454,Not Clear
13437,ensemble_mt_st123_w1_8_30_mlval_seed123,0.35040250,0.64242232,0.00717520,Not Clear
13438,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94239199,0.05249061,0.00511739,Clear
13439,ensemble_mt_st123_w1_8_30_mlval_seed123,0.43484965,0.56110185,0.00404849,Not Clear
13440,ensemble_mt_st123_w1_8_30_mlval_seed123,0.73278272,0.26045451,0.00676277,Clear
13441,ensemble_mt_st123_w1_8_30_mlval_seed123,0.45206851,0.54279858,0.00513294,Not Clear
13442,ensemble_mt_st123_w1_8_30_mlval_seed123,0.21325547,0.78381205,0.00293252,Not Clear
13443,ensemble_mt_st123_w1_8_30_mlval_seed123,0.86289513,0.13347359,0.00363138,Clear
13444,ensemble_mt_st123_w1_8_30_mlval_seed123,0.34095621,0.65640265,0.00264119,Not Clear
13445,ensemble_mt_st123_w1_8_30_mlval_seed123,0.47447810,0.52284479,0.00267705,Not Clear
13446,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90273517,0.09438581,0.00287903,Clear
13447,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92431647,0.07327833,0.00240523,Clear
13448,ensemble_mt_st123_w1_8_30_mlval_seed123,0.80985403,0.18765301,0.00249302,Clear
13449,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15186279,0.84584087,0.00229639,Not Clear
13450,ensemble_mt_st123_w1_8_30_mlval_seed123,0.68656325,0.30995294,0.00348392,Clear
13451,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90054256,0.09700523,0.00245217,Clear
13452,ensemble_mt_st123_w1_8_30_mlval_seed123,0.89750439,0.10033042,0.00216521,Clear
13453,ensemble_mt_st123_w1_8_30_mlval_seed123,0.47003058,0.52511406,0.00485539,Not Clear
13454,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90055090,0.09705394,0.00239514,Clear
13455,ensemble_mt_st123_w1_8_30_mlval_seed123,0.18247239,0.81474620,0.00278143,Not Clear
13456,ensemble_mt_st123_w1_8_30_mlval_seed123,0.14230910,0.85349101,0.00419993,Not Clear
13457,ensemble_mt_st123_w1_8_30_mlval_seed123,0.84202862,0.15422054,0.00375087,Clear
13458,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93206084,0.06557742,0.00236178,Clear
13459,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97889757,0.01934952,0.00175281,Clear
13460,ensemble_mt_st123_w1_8_30_mlval_seed123,0.07995299,0.91722924,0.00281777,Not Clear
13461,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15158081,0.84517848,0.00324066,Not Clear
13462,ensemble_mt_st123_w1_8_30_mlval_seed123,0.14027585,0.85761696,0.00210719,Not Clear
13463,ensemble_mt_st123_w1_8_30_mlval_seed123,0.84692442,0.14945167,0.00362395,Clear
13464,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95235950,0.04628124,0.00135933,Clear
13465,ensemble_mt_st123_w1_8_30_mlval_seed123,0.23526834,0.75950521,0.00522646,Not Clear
13466,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91358531,0.08384509,0.00256957,Clear
13467,ensemble_mt_st123_w1_8_30_mlval_seed123,0.69381869,0.30115896,0.00502235,Clear
13468,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94766849,0.05056822,0.00176323,Clear
13469,ensemble_mt_st123_w1_8_30_mlval_seed123,0.83319348,0.16363122,0.00317528,Clear
13470,ensemble_mt_st123_w1_8_30_mlval_seed123,0.79557365,0.19992538,0.00450102,Clear
13471,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96912473,0.02917605,0.00169921,Clear
13472,ensemble_mt_st123_w1_8_30_mlval_seed123,0.83919078,0.15794425,0.00286503,Clear
13473,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96004730,0.03787060,0.00208212,Clear
13474,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87121093,0.12486970,0.00391937,Clear
13475,ensemble_mt_st123_w1_8_30_mlval_seed123,0.37246457,0.62471604,0.00281934,Not Clear
13476,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87050098,0.12780206,0.00169698,Clear
13477,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93195766,0.06582325,0.00221907,Clear
13478,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93588287,0.06153872,0.00257835,Clear
13479,ensemble_mt_st123_w1_8_30_mlval_seed123,0.13021019,0.86716145,0.00262838,Not Clear
13480,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15465827,0.84198564,0.00335611,Not Clear
13481,ensemble_mt_st123_w1_8_30_mlval_seed123,0.60204858,0.39338976,0.00456170,Clear
13482,ensemble_mt_st123_w1_8_30_mlval_seed123,0.86907506,0.12827109,0.00265385,Clear
13483,ensemble_mt_st123_w1_8_30_mlval_seed123,0.72461009,0.26888552,0.00650447,Clear
13484,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76996136,0.22662058,0.00341803,Clear
13485,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76255107,0.23360072,0.00384818,Clear
13486,ensemble_mt_st123_w1_8_30_mlval_seed123,0.04433190,0.95317119,0.00249689,Not Clear
13487,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91587389,0.08152654,0.00259956,Clear
13488,ensemble_mt_st123_w1_8_30_mlval_seed123,0.85538059,0.14142153,0.00319789,Clear
13489,ensemble_mt_st123_w1_8_30_mlval_seed123,0.46283853,0.53456908,0.00259240,Not Clear
13490,ensemble_mt_st123_w1_8_30_mlval_seed123,0.53409934,0.46174186,0.00415879,Clear
13491,ensemble_mt_st123_w1_8_30_mlval_seed123,0.43494591,0.56078398,0.00427011,Not Clear
13492,ensemble_mt_st123_w1_8_30_mlval_seed123,0.84106779,0.15628991,0.00264231,Clear
13493,ensemble_mt_st123_w1_8_30_mlval_seed123,0.82802725,0.16938531,0.00258747,Clear
13494,ensemble_mt_st123_w1_8_30_mlval_seed123,0.66184157,0.33384243,0.00431600,Clear
13495,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93746412,0.06041693,0.00211903,Clear
13496,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94514519,0.05312706,0.00172763,Clear
13497,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97918528,0.01916948,0.00164527,Clear
13498,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96267968,0.03575001,0.00157023,Clear
13499,ensemble_mt_st123_w1_8_30_mlval_seed123,0.77072310,0.22227493,0.00700197,Clear
13500,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15306304,0.84427208,0.00266489,Not Clear
13501,ensemble_mt_st123_w1_8_30_mlval_seed123,0.30034944,0.69615406,0.00349645,Not Clear
13502,ensemble_mt_st123_w1_8_30_mlval_seed123,0.07870864,0.91902065,0.00227071,Not Clear
13503,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93775219,0.05964403,0.00260377,Clear
13504,ensemble_mt_st123_w1_8_30_mlval_seed123,0.70479995,0.29040247,0.00479752,Clear
13505,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97661304,0.02191753,0.00146952,Clear
13506,ensemble_mt_st123_w1_8_30_mlval_seed123,0.73238206,0.26353911,0.00407892,Clear
13507,ensemble_mt_st123_w1_8_30_mlval_seed123,0.79594618,0.20146273,0.00259113,Clear
13508,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88077945,0.11535384,0.00386670,Clear
13509,ensemble_mt_st123_w1_8_30_mlval_seed123,0.82336760,0.17363112,0.00300133,Clear
13510,ensemble_mt_st123_w1_8_30_mlval_seed123,0.80433059,0.19125183,0.00441761,Clear
13511,ensemble_mt_st123_w1_8_30_mlval_seed123,0.44939491,0.54618025,0.00442486,Not Clear
13512,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96389747,0.03402717,0.00207531,Clear
13513,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90295672,0.09540758,0.00163570,Clear
13514,ensemble_mt_st123_w1_8_30_mlval_seed123,0.76315337,0.23433566,0.00251099,Clear
13515,ensemble_mt_st123_w1_8_30_mlval_seed123,0.89744765,0.10029526,0.00225711,Clear
13516,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96826720,0.02985420,0.00187853,Clear
13517,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95399415,0.04445216,0.00155368,Clear
13518,ensemble_mt_st123_w1_8_30_mlval_seed123,0.85136998,0.14558601,0.00304403,Clear
13519,ensemble_mt_st123_w1_8_30_mlval_seed123,0.72637182,0.26974785,0.00388039,Clear
13520,ensemble_mt_st123_w1_8_30_mlval_seed123,0.68858421,0.30820334,0.00321253,Clear
13521,ensemble_mt_st123_w1_8_30_mlval_seed123,0.09348072,0.90310150,0.00341775,Not Clear
13522,ensemble_mt_st123_w1_8_30_mlval_seed123,0.50625843,0.48992151,0.00382000,Clear
13523,ensemble_mt_st123_w1_8_30_mlval_seed123,0.74169588,0.25496998,0.00333414,Clear
13524,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96020508,0.03772954,0.00206547,Clear
13525,ensemble_mt_st123_w1_8_30_mlval_seed123,0.20843174,0.78784060,0.00372765,Not Clear
13526,ensemble_mt_st123_w1_8_30_mlval_seed123,0.25057235,0.74558431,0.00384330,Not Clear
13527,ensemble_mt_st123_w1_8_30_mlval_seed123,0.51823521,0.47753543,0.00422934,Clear
13528,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97133476,0.02722875,0.00143657,Clear
13529,ensemble_mt_st123_w1_8_30_mlval_seed123,0.67986917,0.31628516,0.00384566,Clear
13530,ensemble_mt_st123_w1_8_30_mlval_seed123,0.74037468,0.25593522,0.00369017,Clear
13531,ensemble_mt_st123_w1_8_30_mlval_seed123,0.74400038,0.25362259,0.00237704,Clear
13532,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90683800,0.09087101,0.00229092,Clear
13533,ensemble_mt_st123_w1_8_30_mlval_seed123,0.78642613,0.21039839,0.00317545,Clear
13534,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90222484,0.09289027,0.00488491,Clear
13535,ensemble_mt_st123_w1_8_30_mlval_seed123,0.18681929,0.81008059,0.00310012,Not Clear
13536,ensemble_mt_st123_w1_8_30_mlval_seed123,0.29584494,0.69986790,0.00428722,Not Clear
13537,ensemble_mt_st123_w1_8_30_mlval_seed123,0.08069073,0.91659504,0.00271429,Not Clear
13538,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96731621,0.03016866,0.00251508,Clear
13539,ensemble_mt_st123_w1_8_30_mlval_seed123,0.20292442,0.79220557,0.00487000,Not Clear
13540,ensemble_mt_st123_w1_8_30_mlval_seed123,0.15363052,0.84358341,0.00278607,Not Clear
13541,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91073656,0.08725335,0.00201002,Clear
13542,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97084671,0.02804398,0.00110930,Clear
13543,ensemble_mt_st123_w1_8_30_mlval_seed123,0.54588944,0.45005009,0.00406040,Clear
13544,ensemble_mt_st123_w1_8_30_mlval_seed123,0.18063632,0.81235164,0.00701202,Not Clear
13545,ensemble_mt_st123_w1_8_30_mlval_seed123,0.66424322,0.33174378,0.00401295,Clear
13546,ensemble_mt_st123_w1_8_30_mlval_seed123,0.98721004,0.01135185,0.00143814,Clear
13547,ensemble_mt_st123_w1_8_30_mlval_seed123,0.14919622,0.84752983,0.00327396,Not Clear
13548,ensemble_mt_st123_w1_8_30_mlval_seed123,0.61530876,0.38078606,0.00390510,Clear
13549,ensemble_mt_st123_w1_8_30_mlval_seed123,0.24072260,0.75353068,0.00574677,Not Clear
13550,ensemble_mt_st123_w1_8_30_mlval_seed123,0.85591894,0.14134981,0.00273121,Clear
13551,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88261825,0.11359076,0.00379097,Clear
13552,ensemble_mt_st123_w1_8_30_mlval_seed123,0.81584078,0.17846175,0.00569749,Clear
13553,ensemble_mt_st123_w1_8_30_mlval_seed123,0.67797577,0.31898651,0.00303775,Clear
13554,ensemble_mt_st123_w1_8_30_mlval_seed123,0.79869080,0.19810213,0.00320714,Clear
13555,ensemble_mt_st123_w1_8_30_mlval_seed123,0.16906929,0.82736737,0.00356332,Not Clear
13556,ensemble_mt_st123_w1_8_30_mlval_seed123,0.84987444,0.14653054,0.00359504,Clear
13557,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95589513,0.04087690,0.00322787,Clear
13558,ensemble_mt_st123_w1_8_30_mlval_seed123,0.91522038,0.08255766,0.00222199,Clear
13559,ensemble_mt_st123_w1_8_30_mlval_seed123,0.97412431,0.02435221,0.00152353,Clear
13560,ensemble_mt_st123_w1_8_30_mlval_seed123,0.40819433,0.58451384,0.00729182,Not Clear
13561,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92087030,0.07704225,0.00208755,Clear
13562,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96576327,0.03289472,0.00134204,Clear
13563,ensemble_mt_st123_w1_8_30_mlval_seed123,0.87150699,0.12450934,0.00398360,Clear
13564,ensemble_mt_st123_w1_8_30_mlval_seed123,0.94878298,0.04949394,0.00172307,Clear
13565,ensemble_mt_st123_w1_8_30_mlval_seed123,0.59620672,0.39982232,0.00397093,Clear
13566,ensemble_mt_st123_w1_8_30_mlval_seed123,0.51249772,0.48432189,0.00318038,Clear
13567,ensemble_mt_st123_w1_8_30_mlval_seed123,0.89731896,0.09904832,0.00363266,Clear
13568,ensemble_mt_st123_w1_8_30_mlval_seed123,0.42546088,0.57183492,0.00270416,Not Clear
13569,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92064601,0.07617529,0.00317871,Clear
13570,ensemble_mt_st123_w1_8_30_mlval_seed123,0.95812076,0.03832624,0.00355294,Clear
13571,ensemble_mt_st123_w1_8_30_mlval_seed123,0.46763760,0.52968776,0.00267459,Not Clear
13572,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92290789,0.07493713,0.00215491,Clear
13573,ensemble_mt_st123_w1_8_30_mlval_seed123,0.55944586,0.43389052,0.00666359,Clear
13574,ensemble_mt_st123_w1_8_30_mlval_seed123,0.93702191,0.06097398,0.00200419,Clear
13575,ensemble_mt_st123_w1_8_30_mlval_seed123,0.92349768,0.07347782,0.00302447,Clear
13576,ensemble_mt_st123_w1_8_30_mlval_seed123,0.88802063,0.10870626,0.00327311,Clear
13577,ensemble_mt_st123_w1_8_30_mlval_seed123,0.78431791,0.21131830,0.00436376,Clear
13578,ensemble_mt_st123_w1_8_30_mlval_seed123,0.96623713,0.03198386,0.00177899,Clear
13579,ensemble_mt_st123_w1_8_30_mlval_seed123,0.81251061,0.18213695,0.00535244,Clear
13580,ensemble_mt_st123_w1_8_30_mlval_seed123,0.30918953,0.68721098,0.00359949,Not Clear
13581,ensemble_mt_st123_w1_8_30_mlval_seed123,0.90580541,0.09190475,0.00228978,Clear
13582,ensemble_mt_st123_w1_8_30_mlval_seed123,0.48644176,0.50814360,0.00541464,Not Clear
13583,ensemble_mt_st123_w1_8_30_mlval_seed123,0.13074400,0.86607516,0.00318093,Not Clear
