id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12312,Yes,1,yes,soft_vote,score_no=0.00005513;score_yes=0.99994483;n_members=5
12313,Yes,1,yes,soft_vote,score_no=0.00020958;score_yes=0.99979042;n_members=5
12314,Yes,1,yes,soft_vote,score_no=0.00008955;score_yes=0.99991046;n_members=5
12315,Yes,1,yes,soft_vote,score_no=0.00010509;score_yes=0.99989491;n_members=5
12316,Yes,1,yes,soft_vote,score_no=0.00001269;score_yes=0.99998732;n_members=5
12317,No,0,yes,soft_vote,score_no=0.99724308;score_yes=0.00275689;n_members=5
12318,Yes,1,yes,soft_vote,score_no=0.00003267;score_yes=0.99996731;n_members=5
12319,Yes,1,yes,soft_vote,score_no=0.00008966;score_yes=0.99991031;n_members=5
12320,Yes,1,yes,soft_vote,score_no=0.29270268;score_yes=0.70729732;n_members=5
12321,No,0,yes,soft_vote,score_no=0.99159138;score_yes=0.00840861;n_members=5
12322,Yes,1,yes,soft_vote,score_no=0.00036677;score_yes=0.99963320;n_members=5
12323,N/A,1,yes,soft_vote,score_no=0.12723218;score_yes=0.87276782;n_members=5
12324,Yes,1,yes,soft_vote,score_no=0.00070732;score_yes=0.99929266;n_members=5
12325,N/A,1,yes,soft_vote,score_no=0.00012948;score_yes=0.99987053;n_members=5
12326,Yes,1,yes,soft_vote,score_no=0.00001766;score_yes=0.99998233;n_members=5
12327,N/A,1,yes,soft_vote,score_no=0.00053066;score_yes=0.99946933;n_members=5
12328,Yes,1,yes,soft_vote,score_no=0.00001973;score_yes=0.99998026;n_members=5
12329,Yes,1,yes,soft_vote,score_no=0.00002434;score_yes=0.99997566;n_members=5
12330,Yes,1,yes,soft_vote,score_no=0.00001947;score_yes=0.99998054;n_members=5
12331,Yes,1,yes,soft_vote,score_no=0.00093655;score_yes=0.99906347;n_members=5
12332,No,0,yes,soft_vote,score_no=0.54662995;score_yes=0.45337006;n_members=5
12333,N/A,1,yes,soft_vote,score_no=0.00004232;score_yes=0.99995770;n_members=5
12334,Yes,1,yes,soft_vote,score_no=0.00003937;score_yes=0.99996062;n_members=5
12335,Yes,1,yes,soft_vote,score_no=0.43988583;score_yes=0.56011417;n_members=5
12336,Yes,1,yes,soft_vote,score_no=0.00000907;score_yes=0.99999092;n_members=5
12337,Yes,1,yes,soft_vote,score_no=0.00003485;score_yes=0.99996517;n_members=5
12338,Yes,1,yes,soft_vote,score_no=0.00000842;score_yes=0.99999156;n_members=5
12339,Yes,1,yes,soft_vote,score_no=0.00007697;score_yes=0.99992303;n_members=5
12340,Yes,1,yes,soft_vote,score_no=0.00001561;score_yes=0.99998443;n_members=5
12341,Yes,1,yes,soft_vote,score_no=0.00003724;score_yes=0.99996276;n_members=5
12342,Yes,1,yes,soft_vote,score_no=0.00001355;score_yes=0.99998644;n_members=5
12343,Yes,1,yes,soft_vote,score_no=0.00000762;score_yes=0.99999237;n_members=5
12344,N/A,0,yes,soft_vote,score_no=0.92773776;score_yes=0.07226223;n_members=5
12345,Yes,1,yes,soft_vote,score_no=0.00001184;score_yes=0.99998817;n_members=5
12346,Yes,1,yes,soft_vote,score_no=0.00002712;score_yes=0.99997289;n_members=5
12347,Yes,1,yes,soft_vote,score_no=0.00008777;score_yes=0.99991220;n_members=5
12348,N/A,1,yes,soft_vote,score_no=0.00109886;score_yes=0.99890116;n_members=5
12349,N/A,1,yes,soft_vote,score_no=0.01347867;score_yes=0.98652134;n_members=5
12350,Yes,1,yes,soft_vote,score_no=0.00001711;score_yes=0.99998288;n_members=5
12351,N/A,1,yes,soft_vote,score_no=0.00004137;score_yes=0.99995864;n_members=5
12352,No,0,yes,soft_vote,score_no=0.99995556;score_yes=0.00004443;n_members=5
12353,N/A,1,yes,soft_vote,score_no=0.00007668;score_yes=0.99992331;n_members=5
12354,Yes,1,yes,soft_vote,score_no=0.00001834;score_yes=0.99998167;n_members=5
12355,N/A,1,yes,soft_vote,score_no=0.00001847;score_yes=0.99998152;n_members=5
12356,Yes,1,yes,soft_vote,score_no=0.00002462;score_yes=0.99997537;n_members=5
12357,Yes,1,yes,soft_vote,score_no=0.39464462;score_yes=0.60535538;n_members=5
12358,N/A,1,yes,soft_vote,score_no=0.00075999;score_yes=0.99924002;n_members=5
12359,No,0,yes,soft_vote,score_no=0.51571144;score_yes=0.48428853;n_members=5
12360,Yes,1,yes,soft_vote,score_no=0.00001544;score_yes=0.99998457;n_members=5
12361,Yes,1,yes,soft_vote,score_no=0.00001701;score_yes=0.99998300;n_members=5
12362,Yes,1,yes,soft_vote,score_no=0.01336074;score_yes=0.98663924;n_members=5
12363,No,0,yes,soft_vote,score_no=0.95164776;score_yes=0.04835223;n_members=5
12364,Yes,1,yes,soft_vote,score_no=0.02685657;score_yes=0.97314345;n_members=5
12365,Yes,1,yes,soft_vote,score_no=0.00001278;score_yes=0.99998722;n_members=5
12366,Yes,1,yes,soft_vote,score_no=0.00002247;score_yes=0.99997752;n_members=5
12367,Yes,1,yes,soft_vote,score_no=0.04309475;score_yes=0.95690522;n_members=5
12368,No,0,yes,soft_vote,score_no=0.99994000;score_yes=0.00005999;n_members=5
12369,N/A,1,yes,soft_vote,score_no=0.22825620;score_yes=0.77174378;n_members=5
12370,No,0,yes,soft_vote,score_no=0.74471592;score_yes=0.25528408;n_members=5
12371,Yes,1,yes,soft_vote,score_no=0.00002890;score_yes=0.99997110;n_members=5
12372,Yes,1,yes,soft_vote,score_no=0.00026137;score_yes=0.99973863;n_members=5
12373,Yes,1,yes,soft_vote,score_no=0.00025356;score_yes=0.99974646;n_members=5
12374,Yes,1,yes,soft_vote,score_no=0.02934285;score_yes=0.97065716;n_members=5
12375,Yes,1,yes,soft_vote,score_no=0.00349544;score_yes=0.99650456;n_members=5
12376,No,0,yes,soft_vote,score_no=0.99941440;score_yes=0.00058560;n_members=5
12377,Yes,1,yes,soft_vote,score_no=0.00001580;score_yes=0.99998422;n_members=5
12378,Yes,1,yes,soft_vote,score_no=0.00001431;score_yes=0.99998567;n_members=5
12379,Yes,1,yes,soft_vote,score_no=0.00001274;score_yes=0.99998727;n_members=5
12380,Yes,1,yes,soft_vote,score_no=0.00001664;score_yes=0.99998336;n_members=5
12381,Yes,1,yes,soft_vote,score_no=0.00246239;score_yes=0.99753761;n_members=5
12382,Yes,1,yes,soft_vote,score_no=0.00690103;score_yes=0.99309898;n_members=5
12383,No,0,yes,soft_vote,score_no=0.99863234;score_yes=0.00136767;n_members=5
12384,No,0,yes,soft_vote,score_no=0.99975508;score_yes=0.00024492;n_members=5
12385,No,0,yes,soft_vote,score_no=0.99998576;score_yes=0.00001424;n_members=5
12386,N/A,1,yes,soft_vote,score_no=0.00054977;score_yes=0.99945024;n_members=5
12387,Yes,1,yes,soft_vote,score_no=0.00008516;score_yes=0.99991485;n_members=5
12388,Yes,1,yes,soft_vote,score_no=0.02818120;score_yes=0.97181880;n_members=5
12389,Yes,1,yes,soft_vote,score_no=0.09916227;score_yes=0.90083772;n_members=5
12390,N/A,1,yes,soft_vote,score_no=0.04219910;score_yes=0.95780089;n_members=5
12391,Yes,1,yes,soft_vote,score_no=0.00001984;score_yes=0.99998017;n_members=5
12392,Yes,1,yes,soft_vote,score_no=0.00005116;score_yes=0.99994882;n_members=5
12393,Yes,1,yes,soft_vote,score_no=0.00001729;score_yes=0.99998271;n_members=5
12394,Yes,1,yes,soft_vote,score_no=0.34634864;score_yes=0.65365134;n_members=5
12395,Yes,1,yes,soft_vote,score_no=0.07316464;score_yes=0.92683538;n_members=5
12396,Yes,1,yes,soft_vote,score_no=0.00010149;score_yes=0.99989849;n_members=5
12397,Yes,1,yes,soft_vote,score_no=0.00001170;score_yes=0.99998829;n_members=5
12398,Yes,1,yes,soft_vote,score_no=0.00001207;score_yes=0.99998794;n_members=5
12399,Yes,1,yes,soft_vote,score_no=0.49233836;score_yes=0.50766164;n_members=5
12400,Yes,1,yes,soft_vote,score_no=0.00029826;score_yes=0.99970173;n_members=5
12401,Yes,1,yes,soft_vote,score_no=0.00003622;score_yes=0.99996376;n_members=5
12402,Yes,1,yes,soft_vote,score_no=0.00002578;score_yes=0.99997420;n_members=5
12403,Yes,1,yes,soft_vote,score_no=0.00001094;score_yes=0.99998908;n_members=5
12404,Yes,1,yes,soft_vote,score_no=0.01445747;score_yes=0.98554253;n_members=5
12405,No,0,yes,soft_vote,score_no=0.97999172;score_yes=0.02000827;n_members=5
12406,Yes,1,yes,soft_vote,score_no=0.02831030;score_yes=0.97168970;n_members=5
12407,Yes,1,yes,soft_vote,score_no=0.47116525;score_yes=0.52883475;n_members=5
12408,Yes,1,yes,soft_vote,score_no=0.29705053;score_yes=0.70294947;n_members=5
12409,Yes,1,yes,soft_vote,score_no=0.00002369;score_yes=0.99997633;n_members=5
12410,Yes,1,yes,soft_vote,score_no=0.00000736;score_yes=0.99999268;n_members=5
12411,Yes,1,yes,soft_vote,score_no=0.00003436;score_yes=0.99996564;n_members=5
12412,Yes,1,yes,soft_vote,score_no=0.00224431;score_yes=0.99775574;n_members=5
12413,Yes,1,yes,soft_vote,score_no=0.18891611;score_yes=0.81108389;n_members=5
12414,Yes,1,yes,soft_vote,score_no=0.00001304;score_yes=0.99998696;n_members=5
12415,Yes,1,yes,soft_vote,score_no=0.00100646;score_yes=0.99899354;n_members=5
12416,No,0,yes,soft_vote,score_no=0.99997895;score_yes=0.00002103;n_members=5
12417,Yes,1,yes,soft_vote,score_no=0.00015221;score_yes=0.99984779;n_members=5
12418,Yes,1,yes,soft_vote,score_no=0.00016925;score_yes=0.99983076;n_members=5
12419,Yes,1,yes,soft_vote,score_no=0.19075415;score_yes=0.80924586;n_members=5
12420,Yes,1,yes,soft_vote,score_no=0.00002577;score_yes=0.99997423;n_members=5
12421,Yes,1,yes,soft_vote,score_no=0.00004271;score_yes=0.99995725;n_members=5
12422,Yes,1,yes,soft_vote,score_no=0.00001432;score_yes=0.99998567;n_members=5
12423,Yes,1,yes,soft_vote,score_no=0.00004702;score_yes=0.99995298;n_members=5
12424,Yes,1,yes,soft_vote,score_no=0.00035242;score_yes=0.99964759;n_members=5
12425,Yes,1,yes,soft_vote,score_no=0.00004009;score_yes=0.99995992;n_members=5
12426,Yes,1,yes,soft_vote,score_no=0.00005100;score_yes=0.99994899;n_members=5
12427,Yes,1,yes,soft_vote,score_no=0.07515550;score_yes=0.92484450;n_members=5
12428,Yes,1,yes,soft_vote,score_no=0.00001030;score_yes=0.99998970;n_members=5
12429,Yes,1,yes,soft_vote,score_no=0.00002355;score_yes=0.99997644;n_members=5
12430,Yes,1,yes,soft_vote,score_no=0.00001080;score_yes=0.99998920;n_members=5
12431,Yes,1,yes,soft_vote,score_no=0.00001689;score_yes=0.99998312;n_members=5
12432,Yes,1,yes,soft_vote,score_no=0.00018033;score_yes=0.99981967;n_members=5
12433,Yes,1,yes,soft_vote,score_no=0.01059229;score_yes=0.98940769;n_members=5
12434,Yes,1,yes,soft_vote,score_no=0.00002366;score_yes=0.99997632;n_members=5
12435,N/A,1,yes,soft_vote,score_no=0.04282176;score_yes=0.95717824;n_members=5
12436,Yes,1,yes,soft_vote,score_no=0.00008948;score_yes=0.99991051;n_members=5
12437,Yes,1,yes,soft_vote,score_no=0.00003522;score_yes=0.99996476;n_members=5
12438,Yes,1,yes,soft_vote,score_no=0.00001505;score_yes=0.99998493;n_members=5
12439,Yes,1,yes,soft_vote,score_no=0.00100045;score_yes=0.99899957;n_members=5
12440,Yes,1,yes,soft_vote,score_no=0.00075682;score_yes=0.99924320;n_members=5
12441,N/A,1,yes,soft_vote,score_no=0.00003109;score_yes=0.99996891;n_members=5
12442,Yes,1,yes,soft_vote,score_no=0.00007174;score_yes=0.99992827;n_members=5
12443,Yes,1,yes,soft_vote,score_no=0.00008318;score_yes=0.99991680;n_members=5
12444,Yes,1,yes,soft_vote,score_no=0.09200016;score_yes=0.90799984;n_members=5
12445,No,0,yes,soft_vote,score_no=0.99993689;score_yes=0.00006312;n_members=5
12446,Yes,1,yes,soft_vote,score_no=0.00122840;score_yes=0.99877159;n_members=5
12447,Yes,1,yes,soft_vote,score_no=0.00083140;score_yes=0.99916856;n_members=5
12448,Yes,1,yes,soft_vote,score_no=0.02788483;score_yes=0.97211517;n_members=5
12449,Yes,1,yes,soft_vote,score_no=0.00006224;score_yes=0.99993775;n_members=5
12450,No,0,yes,soft_vote,score_no=0.99864197;score_yes=0.00135802;n_members=5
12451,No,0,yes,soft_vote,score_no=0.99993900;score_yes=0.00006097;n_members=5
12452,Yes,1,yes,soft_vote,score_no=0.49701105;score_yes=0.50298896;n_members=5
12453,Yes,1,yes,soft_vote,score_no=0.00004954;score_yes=0.99995046;n_members=5
12454,Yes,1,yes,soft_vote,score_no=0.00001437;score_yes=0.99998562;n_members=5
12455,Yes,1,yes,soft_vote,score_no=0.00001855;score_yes=0.99998143;n_members=5
12456,Yes,1,yes,soft_vote,score_no=0.23205257;score_yes=0.76794742;n_members=5
12457,Yes,1,yes,soft_vote,score_no=0.00004485;score_yes=0.99995513;n_members=5
12458,Yes,1,yes,soft_vote,score_no=0.00003006;score_yes=0.99996998;n_members=5
12459,Yes,1,yes,soft_vote,score_no=0.00005360;score_yes=0.99994640;n_members=5
12460,Yes,1,yes,soft_vote,score_no=0.00003044;score_yes=0.99996955;n_members=5
12461,Yes,1,yes,soft_vote,score_no=0.00002866;score_yes=0.99997134;n_members=5
12462,Yes,1,yes,soft_vote,score_no=0.00016786;score_yes=0.99983215;n_members=5
12463,Yes,1,yes,soft_vote,score_no=0.00001060;score_yes=0.99998939;n_members=5
12464,Yes,1,yes,soft_vote,score_no=0.00003916;score_yes=0.99996083;n_members=5
12465,N/A,1,yes,soft_vote,score_no=0.00194577;score_yes=0.99805422;n_members=5
12466,N/A,1,yes,soft_vote,score_no=0.00002158;score_yes=0.99997840;n_members=5
12467,Yes,1,yes,soft_vote,score_no=0.00002228;score_yes=0.99997773;n_members=5
12468,Yes,1,yes,soft_vote,score_no=0.01811847;score_yes=0.98188155;n_members=5
12469,Yes,1,yes,soft_vote,score_no=0.08626692;score_yes=0.91373307;n_members=5
12470,No,0,yes,soft_vote,score_no=0.99992306;score_yes=0.00007693;n_members=5
12471,Yes,1,yes,soft_vote,score_no=0.03831847;score_yes=0.96168152;n_members=5
12472,Yes,1,yes,soft_vote,score_no=0.00003447;score_yes=0.99996552;n_members=5
12473,Yes,1,yes,soft_vote,score_no=0.00009288;score_yes=0.99990710;n_members=5
12474,Yes,1,yes,soft_vote,score_no=0.00006742;score_yes=0.99993257;n_members=5
12475,Yes,1,yes,soft_vote,score_no=0.00019624;score_yes=0.99980372;n_members=5
12476,Yes,1,yes,soft_vote,score_no=0.00005333;score_yes=0.99994667;n_members=5
12477,Yes,1,yes,soft_vote,score_no=0.00001466;score_yes=0.99998534;n_members=5
12478,No,0,yes,soft_vote,score_no=0.93010937;score_yes=0.06989062;n_members=5
12479,Yes,1,yes,soft_vote,score_no=0.00008141;score_yes=0.99991860;n_members=5
12480,Yes,1,yes,soft_vote,score_no=0.00002674;score_yes=0.99997325;n_members=5
12481,Yes,1,yes,soft_vote,score_no=0.00001332;score_yes=0.99998667;n_members=5
12482,N/A,1,yes,soft_vote,score_no=0.28992924;score_yes=0.71007076;n_members=5
12483,Yes,1,yes,soft_vote,score_no=0.00002835;score_yes=0.99997163;n_members=5
12484,Yes,1,yes,soft_vote,score_no=0.28965024;score_yes=0.71034975;n_members=5
12485,Yes,1,yes,soft_vote,score_no=0.00003057;score_yes=0.99996946;n_members=5
12486,N/A,1,yes,soft_vote,score_no=0.00181153;score_yes=0.99818845;n_members=5
12487,Yes,1,yes,soft_vote,score_no=0.22186100;score_yes=0.77813900;n_members=5
12488,Yes,1,yes,soft_vote,score_no=0.00729894;score_yes=0.99270104;n_members=5
12489,Yes,1,yes,soft_vote,score_no=0.00001305;score_yes=0.99998691;n_members=5
12490,No,0,yes,soft_vote,score_no=0.54627305;score_yes=0.45372695;n_members=5
12491,Yes,1,yes,soft_vote,score_no=0.00002057;score_yes=0.99997945;n_members=5
12492,Yes,1,yes,soft_vote,score_no=0.00004082;score_yes=0.99995918;n_members=5
12493,Yes,1,yes,soft_vote,score_no=0.00008240;score_yes=0.99991758;n_members=5
12494,No,0,yes,soft_vote,score_no=0.99998043;score_yes=0.00001958;n_members=5
12495,Yes,1,yes,soft_vote,score_no=0.00041486;score_yes=0.99958513;n_members=5
12496,Yes,1,yes,soft_vote,score_no=0.00004416;score_yes=0.99995584;n_members=5
12497,No,0,yes,soft_vote,score_no=0.99993154;score_yes=0.00006849;n_members=5
12498,Yes,1,yes,soft_vote,score_no=0.00002961;score_yes=0.99997039;n_members=5
12499,Yes,1,yes,soft_vote,score_no=0.00006810;score_yes=0.99993190;n_members=5
12500,N/A,0,yes,soft_vote,score_no=0.99997058;score_yes=0.00002943;n_members=5
12501,Yes,1,yes,soft_vote,score_no=0.00001407;score_yes=0.99998593;n_members=5
12502,Yes,1,yes,soft_vote,score_no=0.00001022;score_yes=0.99998977;n_members=5
12503,Yes,1,yes,soft_vote,score_no=0.00026475;score_yes=0.99973525;n_members=5
12504,Yes,1,yes,soft_vote,score_no=0.00183254;score_yes=0.99816747;n_members=5
12505,Yes,1,yes,soft_vote,score_no=0.00001260;score_yes=0.99998739;n_members=5
12506,N/A,1,yes,soft_vote,score_no=0.07242882;score_yes=0.92757115;n_members=5
12507,Yes,1,yes,soft_vote,score_no=0.00002330;score_yes=0.99997668;n_members=5
12508,Yes,1,yes,soft_vote,score_no=0.00006817;score_yes=0.99993179;n_members=5
12509,Yes,1,yes,soft_vote,score_no=0.00003217;score_yes=0.99996781;n_members=5
12510,No,0,yes,soft_vote,score_no=0.96507616;score_yes=0.03492382;n_members=5
12511,No,0,yes,soft_vote,score_no=0.97917241;score_yes=0.02082762;n_members=5
12512,No,0,yes,soft_vote,score_no=0.99984711;score_yes=0.00015290;n_members=5
12513,N/A,1,yes,soft_vote,score_no=0.00022299;score_yes=0.99977702;n_members=5
12514,Yes,1,yes,soft_vote,score_no=0.00002388;score_yes=0.99997611;n_members=5
12515,Yes,1,yes,soft_vote,score_no=0.00036394;score_yes=0.99963604;n_members=5
12516,Yes,1,yes,soft_vote,score_no=0.00001593;score_yes=0.99998408;n_members=5
12517,N/A,1,yes,soft_vote,score_no=0.00008143;score_yes=0.99991853;n_members=5
12518,No,0,yes,soft_vote,score_no=0.99997878;score_yes=0.00002120;n_members=5
12519,Yes,1,yes,soft_vote,score_no=0.00103631;score_yes=0.99896369;n_members=5
12520,Yes,1,yes,soft_vote,score_no=0.00013119;score_yes=0.99986880;n_members=5
12521,Yes,1,yes,soft_vote,score_no=0.00000995;score_yes=0.99999006;n_members=5
12522,Yes,1,yes,soft_vote,score_no=0.00002048;score_yes=0.99997952;n_members=5
12523,No,0,yes,soft_vote,score_no=0.97169276;score_yes=0.02830723;n_members=5
12524,No,0,yes,soft_vote,score_no=0.99483361;score_yes=0.00516638;n_members=5
12525,Yes,1,yes,soft_vote,score_no=0.04595153;score_yes=0.95404847;n_members=5
12526,N/A,1,yes,soft_vote,score_no=0.00025663;score_yes=0.99974335;n_members=5
12527,N/A,1,yes,soft_vote,score_no=0.00002862;score_yes=0.99997139;n_members=5
12528,Yes,1,yes,soft_vote,score_no=0.00001014;score_yes=0.99998987;n_members=5
12529,N/A,1,yes,soft_vote,score_no=0.00014166;score_yes=0.99985834;n_members=5
12530,N/A,1,yes,soft_vote,score_no=0.01767366;score_yes=0.98232634;n_members=5
12531,Yes,1,yes,soft_vote,score_no=0.00009402;score_yes=0.99990597;n_members=5
12532,Yes,1,yes,soft_vote,score_no=0.18354669;score_yes=0.81645333;n_members=5
12533,No,0,yes,soft_vote,score_no=0.99991649;score_yes=0.00008349;n_members=5
12534,Yes,1,yes,soft_vote,score_no=0.00004484;score_yes=0.99995517;n_members=5
12535,No,0,yes,soft_vote,score_no=0.99998460;score_yes=0.00001540;n_members=5
12536,No,0,yes,soft_vote,score_no=0.99983773;score_yes=0.00016227;n_members=5
12537,Yes,1,yes,soft_vote,score_no=0.00001567;score_yes=0.99998431;n_members=5
12538,N/A,1,yes,soft_vote,score_no=0.00072307;score_yes=0.99927690;n_members=5
12539,Yes,1,yes,soft_vote,score_no=0.00019890;score_yes=0.99980112;n_members=5
12540,N/A,1,yes,soft_vote,score_no=0.00008170;score_yes=0.99991832;n_members=5
12541,Yes,1,yes,soft_vote,score_no=0.00001207;score_yes=0.99998794;n_members=5
12542,N/A,1,yes,soft_vote,score_no=0.00002648;score_yes=0.99997351;n_members=5
12543,Yes,1,yes,soft_vote,score_no=0.00001028;score_yes=0.99998970;n_members=5
12544,No,0,yes,soft_vote,score_no=0.74628199;score_yes=0.25371800;n_members=5
12545,No,0,yes,soft_vote,score_no=0.99848969;score_yes=0.00151032;n_members=5
12546,Yes,1,yes,soft_vote,score_no=0.00012344;score_yes=0.99987658;n_members=5
12547,N/A,1,yes,soft_vote,score_no=0.00027241;score_yes=0.99972758;n_members=5
12548,Yes,1,yes,soft_vote,score_no=0.00038376;score_yes=0.99961625;n_members=5
12549,Yes,1,yes,soft_vote,score_no=0.00007956;score_yes=0.99992043;n_members=5
12550,No,0,yes,soft_vote,score_no=0.99998362;score_yes=0.00001637;n_members=5
12551,Yes,1,yes,soft_vote,score_no=0.16499000;score_yes=0.83500996;n_members=5
12552,Yes,1,yes,soft_vote,score_no=0.00005275;score_yes=0.99994726;n_members=5
12553,Yes,1,yes,soft_vote,score_no=0.00001306;score_yes=0.99998696;n_members=5
12554,Yes,1,yes,soft_vote,score_no=0.00232137;score_yes=0.99767862;n_members=5
12555,Yes,1,yes,soft_vote,score_no=0.00005757;score_yes=0.99994242;n_members=5
12556,N/A,1,yes,soft_vote,score_no=0.00010354;score_yes=0.99989646;n_members=5
12557,No,0,yes,soft_vote,score_no=0.99995382;score_yes=0.00004619;n_members=5
12558,Yes,1,yes,soft_vote,score_no=0.00000621;score_yes=0.99999378;n_members=5
12559,Yes,1,yes,soft_vote,score_no=0.41565489;score_yes=0.58434510;n_members=5
12560,Yes,1,yes,soft_vote,score_no=0.00004476;score_yes=0.99995523;n_members=5
12561,No,0,yes,soft_vote,score_no=0.99956822;score_yes=0.00043175;n_members=5
12562,Yes,1,yes,soft_vote,score_no=0.07706700;score_yes=0.92293303;n_members=5
12563,Yes,1,yes,soft_vote,score_no=0.00592479;score_yes=0.99407519;n_members=5
12564,Yes,1,yes,soft_vote,score_no=0.00001207;score_yes=0.99998794;n_members=5
12565,Yes,1,yes,soft_vote,score_no=0.03274454;score_yes=0.96725546;n_members=5
12566,Yes,1,yes,soft_vote,score_no=0.00002284;score_yes=0.99997718;n_members=5
12567,Yes,1,yes,soft_vote,score_no=0.00009720;score_yes=0.99990279;n_members=5
12568,No,0,yes,soft_vote,score_no=0.99997087;score_yes=0.00002913;n_members=5
12569,No,0,yes,soft_vote,score_no=0.54756466;score_yes=0.45243533;n_members=5
12570,Yes,1,yes,soft_vote,score_no=0.00001267;score_yes=0.99998734;n_members=5
12571,Yes,1,yes,soft_vote,score_no=0.00605889;score_yes=0.99394111;n_members=5
12572,N/A,1,yes,soft_vote,score_no=0.03359744;score_yes=0.96640254;n_members=5
12573,Yes,1,yes,soft_vote,score_no=0.00009760;score_yes=0.99990240;n_members=5
12574,N/A,1,yes,soft_vote,score_no=0.00018213;score_yes=0.99981785;n_members=5
12575,Yes,1,yes,soft_vote,score_no=0.00002181;score_yes=0.99997819;n_members=5
12576,Yes,1,yes,soft_vote,score_no=0.24964507;score_yes=0.75035493;n_members=5
12577,Yes,1,yes,soft_vote,score_no=0.00003329;score_yes=0.99996669;n_members=5
12578,N/A,1,yes,soft_vote,score_no=0.07938838;score_yes=0.92061161;n_members=5
12579,Yes,1,yes,soft_vote,score_no=0.00003292;score_yes=0.99996708;n_members=5
12580,Yes,1,yes,soft_vote,score_no=0.00013751;score_yes=0.99986251;n_members=5
12581,Yes,1,yes,soft_vote,score_no=0.00001733;score_yes=0.99998267;n_members=5
12582,Yes,1,yes,soft_vote,score_no=0.00002081;score_yes=0.99997916;n_members=5
12583,Yes,1,yes,soft_vote,score_no=0.00002192;score_yes=0.99997807;n_members=5
12584,Yes,1,yes,soft_vote,score_no=0.00334309;score_yes=0.99665694;n_members=5
12585,Yes,1,yes,soft_vote,score_no=0.00002321;score_yes=0.99997680;n_members=5
12586,Yes,1,yes,soft_vote,score_no=0.00001710;score_yes=0.99998288;n_members=5
12587,Yes,1,yes,soft_vote,score_no=0.00017488;score_yes=0.99982510;n_members=5
12588,Yes,1,yes,soft_vote,score_no=0.00002869;score_yes=0.99997130;n_members=5
12589,No,0,yes,soft_vote,score_no=0.97843948;score_yes=0.02156053;n_members=5
12590,Yes,1,yes,soft_vote,score_no=0.00025219;score_yes=0.99974780;n_members=5
12591,N/A,1,yes,soft_vote,score_no=0.00004989;score_yes=0.99995010;n_members=5
12592,No,0,yes,soft_vote,score_no=0.99789489;score_yes=0.00210512;n_members=5
12593,Yes,1,yes,soft_vote,score_no=0.00000863;score_yes=0.99999137;n_members=5
12594,No,0,yes,soft_vote,score_no=0.84175486;score_yes=0.15824513;n_members=5
12595,Yes,1,yes,soft_vote,score_no=0.00001704;score_yes=0.99998298;n_members=5
12596,Yes,1,yes,soft_vote,score_no=0.00005832;score_yes=0.99994169;n_members=5
12597,No,0,yes,soft_vote,score_no=0.99223690;score_yes=0.00776313;n_members=5
12598,Yes,1,yes,soft_vote,score_no=0.02037633;score_yes=0.97962365;n_members=5
12599,Yes,1,yes,soft_vote,score_no=0.00002066;score_yes=0.99997935;n_members=5
12600,Yes,1,yes,soft_vote,score_no=0.00005949;score_yes=0.99994053;n_members=5
12601,N/A,1,yes,soft_vote,score_no=0.00188798;score_yes=0.99811200;n_members=5
12602,Yes,1,yes,soft_vote,score_no=0.00003333;score_yes=0.99996667;n_members=5
12603,Yes,1,yes,soft_vote,score_no=0.00004221;score_yes=0.99995780;n_members=5
12604,Yes,1,yes,soft_vote,score_no=0.08844146;score_yes=0.91155851;n_members=5
12605,N/A,1,yes,soft_vote,score_no=0.00012843;score_yes=0.99987155;n_members=5
12606,Yes,1,yes,soft_vote,score_no=0.03843387;score_yes=0.96156611;n_members=5
12607,Yes,1,yes,soft_vote,score_no=0.00024837;score_yes=0.99975162;n_members=5
12608,Yes,1,yes,soft_vote,score_no=0.40857948;score_yes=0.59142053;n_members=5
12609,Yes,1,yes,soft_vote,score_no=0.00272089;score_yes=0.99727913;n_members=5
12610,Yes,1,yes,soft_vote,score_no=0.00001290;score_yes=0.99998710;n_members=5
12611,N/A,1,yes,soft_vote,score_no=0.00017019;score_yes=0.99982978;n_members=5
12612,N/A,1,yes,soft_vote,score_no=0.00134454;score_yes=0.99865544;n_members=5
12613,Yes,1,yes,soft_vote,score_no=0.00004120;score_yes=0.99995880;n_members=5
12614,Yes,1,yes,soft_vote,score_no=0.04181879;score_yes=0.95818119;n_members=5
12615,Yes,1,yes,soft_vote,score_no=0.00000902;score_yes=0.99999096;n_members=5
12616,N/A,0,yes,soft_vote,score_no=0.98933137;score_yes=0.01066861;n_members=5
12617,Yes,1,yes,soft_vote,score_no=0.00001496;score_yes=0.99998503;n_members=5
12618,No,0,yes,soft_vote,score_no=0.99971998;score_yes=0.00028002;n_members=5
12619,Yes,1,yes,soft_vote,score_no=0.00001594;score_yes=0.99998410;n_members=5
12620,Yes,1,yes,soft_vote,score_no=0.00002279;score_yes=0.99997721;n_members=5
12621,N/A,1,yes,soft_vote,score_no=0.02135970;score_yes=0.97864029;n_members=5
12622,N/A,1,yes,soft_vote,score_no=0.00039748;score_yes=0.99960249;n_members=5
12623,Yes,1,yes,soft_vote,score_no=0.00003238;score_yes=0.99996760;n_members=5
